PRD_MALM_1_130522,PRD_MALM_2_170522,PRD_MALM_3_190522,PRD_MALM_4_190522,PRD_MALM_5_230522,PRD_MALM_7_010622,PRD_MALM2_7_010622,PRD_MALM_8_010622,PRD_MALM2_8_010622,PRD_MALM_9_060622,PRD_MALM2_9_060622,PRD_MALM_10_080622,PRD_MALM2_10_080622,PRD_MALM_11_080622,PRD_MALM2_11_080622,PRD_MALM_12_150622,PRD_MALM2_12_150622,PRD_MALM_13_150622,PRD_MALM2_13_150622,PRD_MALM_14_220622,PRD_MALM2_14_220622,PRD_MALM_15_220622,PRD_MALM2_15_220622,PRD_MALM_16_230622,PRD_MALM2_16_230622,PRD_MALM_17_230622,PRD_MALM2_17_230622,PRD_MALM_18_290622,PRD_MALM2_18_290622,PRD_MALM_19_290622,PRD_MALM2_19_290622,PRD_MALM_20_050722,PRD_MALM2_20_050722,PRD_MALM_21_050722,PRD_MALM2_21_050722,PRD_MALM_22_070722,PRD_MALM2_22_070722,PRD_MALM_23_110722,PRD_MALM2_23_110722,PRD_MALM_24_110722,PRD_MALM2_24_110722,PRD_MALM_25_120722,PRD_MALM2_25_120722
2022-05-13 17:15:00,2022-05-17 17:15:00,2022-05-19 16:46:00,2022-05-19 18:55:00,2022-05-23 08:20:00,2022-06-01 15:20:00,2022-06-01 15:40:00,2022-06-01 16:15:00,2022-06-01 16:25:00,2022-06-06 12:00:00,2022-06-06 12:15:00,2022-06-08 11:30:00,2022-06-08 11:40:00,2022-06-08 12:05:00,2022-06-08 12:15:00,2022-06-15 17:05:00,2022-06-15 17:15:00,2022-06-15 18:25:00,2022-06-15 18:35:00,2022-06-22 16:44:00,2022-06-22 16:58:00,2022-06-22 17:52:00,2022-06-22 18:00:00,2022-06-23 11:30:00,2022-06-23 11:44:00,2022-06-23 16:10:00,2022-06-23 16:26:00,2022-06-29 10:14:00,2022-06-29 10:24:00,2022-06-29 14:50:00,2022-06-29 15:02:00,2022-07-05 17:15:00,2022-07-05 17:55:00,2022-07-05 19:15:00,2022-07-05 19:35:00,2022-07-07 13:50:00,2022-07-07 14:20:00,2022-07-11 12:05:00,2022-07-11 12:15:00,2022-07-11 16:30:00,2022-07-11 16:40:00,2022-07-12 12:40:00,2022-07-12 12:50:00
Stem,Stem,Stem,Stem,Stem,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil
0.024549133347941173,0.006879785599830396,0.034208864570374496,0.0293705709113536,0.025262481617947564,0.0008140921677563626,1.8645267929946234e-22,0.003955722145539692,0.010402285167713146,5.022854335078501e-05,8.247601719768418e-27,1.8988611226673332e-32,3.6929680503015066e-28,2.112589649409088e-26,8.524200918495092e-05,0.026698592900740375,0.010212445182203137,0.033640252831079194,1.2114656064320263e-27,0.021813705761630393,0.021555899222907682,0.027974355307367027,3.087395811864957e-25,0.017919374523389684,3.820083981763701e-19,0.0182441218879138,1.062029625855417e-25,0.024509914230835036,2.712852489140239e-27,0.027341834522698765,0.0012560316046317395,0.011986504480529682,3.7481621506309067e-25,0.0272184534701534,1.1308735594560167e-30,0.026342424798347683,6.069114753398807e-22,0.0036375618783507117,2.2664688182952547e-57,0.015866008601479385,0.0005703779074553841,0.01027145074572496,1.0246130590980857e-27
0.046303085394288415,0.006201984309470613,0.027200974458666267,0.029533913041975484,0.03296500046789918,0.000511118830189434,1.723811892422528e-28,0.007582650698553682,0.007785909188310146,3.94983160700258e-05,5.687284354506813e-27,4.936678372633657e-32,5.761769887698984e-28,3.79618737853946e-26,1.2907897956100501e-09,0.02935586834458989,1.3569228480229817e-14,0.03278023777770049,7.309818852633717e-34,0.02990945098603368,0.0019724637277324384,0.03725032495849412,2.051895929252855e-26,0.021803976129232405,1.628551554799143e-20,0.02420339364542083,9.740180376169987e-28,0.028855054479054038,5.582469960737045e-25,0.028425945571625713,2.125548735884673e-06,0.019711628539458237,5.927396899545659e-23,0.02285828510300025,2.6889833736597793e-30,0.029255829476811365,4.1954165163418417e-29,0.008167541206616545,3.644087358226586e-42,0.020776865367513404,0.0003416819111060381,0.028585929607688767,1.3393856960736784e-28
0.03921065651466314,0.015487853091313982,0.023388105989149942,0.023437578907376876,0.02006499694415474,0.00024659603683387413,2.2788205987395846e-24,0.004239820794190422,0.002809146171915422,2.3486304044898672e-05,5.83371115910106e-27,2.3193408389979715e-31,1.1116803352666556e-27,5.289445104598651e-26,0.00032562028057401746,0.022086462536859464,1.3394258305043232e-21,0.020704747076076873,4.803315948427494e-31,0.025433993330066212,5.132406907960252e-32,0.014949294589174697,1.537755231594405e-27,0.023934719847382685,4.158405283281276e-21,0.02099910278952127,1.578821853478009e-27,0.020449722257527676,4.519314156514074e-23,0.017192187526353677,0.000492602784862505,0.025868416501718467,1.1391605960043407e-24,0.01191960423594685,1.3524731891468494e-30,0.00890549383329013,3.9429371047511876e-23,0.014756868036554113,8.320998525160432e-43,0.017081125941247735,8.86727447144826e-05,0.02346924140266267,1.255461356007491e-29
0.010802784979523881,0.03207949630833042,0.015967934629216245,0.009475138686981202,0.0029153910286455723,0.0002186924245204632,5.250214537558715e-25,0.001392319295692212,0.002499536969924324,2.026890552481941e-06,1.6920835233175004e-26,2.415889956703234e-30,2.168462988396463e-27,5.739435785728411e-26,0.0005624242022486887,0.019595890173235923,3.086587457659804e-25,0.012836519109441927,1.4934634568298848e-30,0.019001242167801642,4.389930460438177e-34,0.0011112927251306483,1.1155446805981477e-28,0.010244720237009099,2.807251542815891e-22,0.009045416831010681,1.9184338338391608e-28,0.009737957248801101,2.6746907873674394e-23,0.0025888901625300176,0.0003865847913828742,0.004394684949190311,1.62993183808218e-26,0.002925458649198479,7.00117586625793e-31,0.008102540722941894,1.9634011997682122e-23,0.03172779010267569,3.607798542184369e-43,0.007057793649742076,6.932337024732399e-06,0.012682017186303069,2.2830272731425418e-30
0.015002895126764781,0.024192689273550713,1.7427405308946924e-16,0.0012392851766789821,9.186458177488508e-26,2.9679492044952388e-05,1.218545106314545e-25,0.000679704294092181,0.001256370607151749,1.1283917926132501e-05,3.806133983367169e-26,1.264444728559705e-29,9.40026755351446e-28,4.015770701886216e-26,0.0006507894260821052,0.008576758672329501,6.818983010245486e-28,1.0013979007592011e-29,2.43572491722021e-31,0.009231717525583629,6.593687925715084e-35,0.00010521765368956775,5.990287873110984e-29,0.0024181050194297597,1.0360542261287422e-22,0.013158179570986821,1.9334748877918305e-29,0.02255593262888797,1.4764055851311993e-23,0.0030076399983205676,0.00023658875490006488,9.492059485704873e-40,7.087142867794617e-28,0.0001899575973097992,2.538054143283488e-31,0.013020705260940641,5.197988118039913e-24,0.007524124573929168,1.3020493559626085e-43,0.01820265907993153,6.49688914754084e-05,0.01270488306501906,3.696535889463981e-31
0.010102624783611494,0.015555438174167569,1.7407915235298002e-34,0.005439359925056992,0.0009507518071038837,4.4372916604784267e-08,5.636063575967766e-26,0.00043629498142911776,0.0008151195192750532,8.650064488344415e-06,7.641611775880405e-33,2.337277015546294e-29,5.8707159289042674e-27,2.851845648166281e-26,0.0007000735668183521,0.010134641940252832,5.103282432743491e-28,1.3318391618248243e-31,1.5587542922059124e-31,0.018594643402416195,1.8651351820872585e-36,0.00017543004935790157,3.267881987720991e-29,0.002952925607914765,6.37324412637543e-27,0.005648600619965796,6.724608450051301e-31,0.01313717617030347,2.391922881614107e-27,0.003931129276108113,0.00019172155898934735,0.02145903884079002,1.8379630368132245e-28,0.005943076772701294,7.867858450378638e-34,4.78632309210839e-09,1.0179529437558924e-24,0.003054078336195232,9.366459948952567e-51,4.954821866628593e-27,4.925810385753447e-05,0.007913716150996342,9.94672073556607e-32
0.000182207029178439,0.008870036491589735,6.662980726302834e-34,0.007555138789551763,0.0019282281063633998,4.702547963585054e-10,3.2157691489757495e-26,2.650758952377168e-10,0.0005692586852075403,5.3617082487441025e-06,4.2746252438392097e-26,1.8325848014573413e-33,3.2273268134612377e-27,2.4264660406098566e-26,0.0004931875324917297,0.0016420644979413099,1.5317159783395412e-28,9.633432827803223e-33,8.190352104396705e-32,0.003580524267506593,7.629879433526252e-36,9.17009707892324e-05,1.894510940526586e-29,9.962739119024553e-32,1.7145329175404825e-23,4.592866337518666e-06,3.191986542906478e-30,7.187390452024939e-31,2.254185248434114e-24,0.0013097375939904957,0.00013396076536606932,0.003530727615368214,3.3080676212049092e-34,0.010219711076910202,1.084303335972524e-31,3.746230315032378e-05,1.3692710508863736e-24,2.6208634797497313e-40,3.3730313359863545e-44,1.923024188120912e-28,3.048498964230488e-05,5.171844530659721e-27,3.2916679689088013e-32
4.50481354829108e-29,1.2852571508794825e-19,7.633388195364069e-48,0.0004910534497344355,2.9766253111029305e-25,3.6541379426887005e-05,2.017723062488055e-26,5.864731523142438e-05,7.876191383773189e-11,3.2890572874569876e-06,2.737339271470444e-26,1.420123016577809e-29,5.251376738734105e-32,2.4889923192193604e-26,1.4733252257436338e-09,0.0005825790749611176,6.628468575699242e-29,2.9013869070609345e-38,6.279673611464213e-32,4.652336655950853e-30,5.2538208337603767e-36,6.72934752802237e-05,1.4830779654158642e-29,4.361265050174572e-32,1.6247218555567136e-23,2.4234317977125643e-06,2.9534473299155818e-30,5.11333897123229e-29,1.3776696881731303e-24,5.003240879766572e-22,4.743462472842073e-07,4.657476292354732e-33,5.127640557423885e-29,0.005049057748056732,8.491025678965944e-32,6.530362639654948e-05,1.1454635869333368e-24,8.225812400748241e-34,2.30638710165703e-44,4.436925342625203e-28,1.6494192987135277e-05,3.145313108814931e-31,1.0223713888046328e-32
2.129880223559955e-33,2.651076256305795e-36,0.0017783117519510991,9.362913313519552e-29,5.267805643984282e-35,1.0976441866548874e-08,1.4812259096584573e-26,0.0005069857840917733,9.448142814596586e-11,1.0693026867643395e-09,3.0078945516968523e-31,3.214725147671731e-30,5.021435533704873e-33,2.3988458684656335e-32,8.670020681217013e-10,8.243736337785999e-09,2.0881663379433752e-30,1.6460165344326983e-17,3.808426378298409e-25,9.574355558532256e-29,4.4557285561751214e-36,0.0017057370516828656,9.831396285844236e-26,3.678100505659556e-40,3.5833451676191754e-25,5.300040290479104e-14,1.8520486832706962e-25,8.093275113941394e-20,9.031001701187781e-26,4.634210559127665e-22,0.00012722087265195595,1.056725013721308e-19,1.7380495154525972e-27,0.006617564670408601,3.36092378370496e-28,5.991070889326034e-08,2.0276439261238326e-21,2.3811936967248463e-30,1.131464603893082e-30,0.0012618877189914629,1.756434113986955e-08,0.0015280873933653037,5.594967649329731e-28
0.008496524686184804,1.5336522197203739e-28,0.010415280889133184,4.892848345764434e-25,0.006346658920666708,0.00012316640984814755,2.0048438585785024e-26,0.0008221354394870527,0.0008428001847071651,4.4005579414938015e-05,2.685644525327647e-24,6.382179296494622e-30,3.5859385176320635e-26,1.9496078086060186e-28,8.169209974505866e-05,0.0027227097071075433,3.330299345964343e-30,0.005180691628369019,3.929171708752591e-24,1.9149502938514383e-18,5.292981853803108e-36,1.913031811461062e-08,9.904609968604908e-26,7.554763751845499e-05,6.6820561049905694e-21,0.0026350472938716464,6.826579982948455e-26,0.003784693545321171,1.392428380104243e-25,0.004833032302450403,0.0002664417623576411,3.7539721100064447e-14,1.446031622938386e-27,0.007281197125821633,3.2874781142565435e-28,0.0009449715039213237,2.4670300691980513e-21,0.002808271584232194,2.200150794689715e-31,0.0018567055503343234,5.670566454774814e-05,0.002967382703419551,2.0647549647582403e-20
0.03782819580899777,0.03844529633421288,0.012219493972474968,8.46480328407155e-24,0.011431937664056546,0.00021707369153081967,4.502462768297282e-26,0.0009135203146486526,0.0013315488215445393,8.503037630513773e-05,4.117827381316816e-24,9.720814200368315e-30,8.503562566424445e-26,1.0163403150429873e-27,5.984759138699013e-05,0.011332979409200245,6.743504051543029e-30,0.02099069249905252,5.544005263543988e-23,0.015712927618304597,8.434837334095225e-36,0.005445809266770793,1.306178635828957e-25,0.006931072372166391,8.76940455822256e-21,0.0051574690362616036,5.944376148152195e-26,0.020322150624845374,1.490930029313553e-25,0.014437387177426007,0.000371775837420292,0.013193951709513761,3.611885266654329e-27,0.007982871211785487,2.1598154749251475e-28,0.002734925128436294,2.6345691402652386e-21,0.004458452865885348,2.9208395706584645e-31,0.002659374880365986,2.3156885236841834e-05,0.0006015903307564113,1.6459439727195705e-19
0.007735077836649432,0.005917139916849852,0.0076058803368844125,0.008219945608281026,0.006065337592432589,0.000559897516824901,2.2636448868828024e-25,0.0006262491295066118,0.001727133549101558,0.00016225917449081366,2.7933404786283204e-24,1.0554793676936185e-29,1.8386917119939094e-25,5.443398644956421e-32,0.00013493784646936415,0.011365517514499426,1.765591480500047e-30,0.02144965672795059,6.446778011645051e-19,0.00883129478552285,3.168292318484487e-35,0.015665856590774147,3.2436867399666667e-25,0.011092695539314197,1.1759491235452528e-20,0.009565682844322547,3.370121947329839e-25,0.005642324545573708,2.0602358482096882e-25,0.011521749487406982,0.000470560022369481,0.0079262239207269,4.1293223517751967e-26,0.00792830140102892,7.792276011222378e-29,0.0133744636059524,2.7045010662896806e-21,0.005986023185747551,9.866367166947708e-28,0.011477795309327769,0.0001089595382164298,0.002654373273021992,0.001651728137775511
0.012598160514723513,0.03178781802595575,0.02353098564479531,0.004146048909691341,0.011507513463336054,0.0014788433577433574,2.17528796594792e-24,0.0014569527899185922,0.002999168420157853,0.013253167098717062,1.079523167244657e-27,2.3097961353593673e-32,1.2863003033082842e-24,1.9697612402858722e-26,0.0005232607853327335,0.015720453770919494,1.3362736250910346e-30,0.0067046248663494975,0.006636428344935486,0.0024438633162149246,6.6735748463264804e-34,0.0021663683079682855,1.122005492506438e-24,0.006112054813897717,1.3839783289923386e-20,0.005416901135743575,1.0305133491750854e-23,0.01077343977713302,2.434483835746429e-25,0.012352933933465062,0.0013518149350991134,0.0046842379901428635,1.380249065424642e-23,0.01833403963283857,6.849336460156688e-31,0.014109816012882767,6.204471692916768e-24,0.013596137788039964,0.0002515660712333823,0.03349174310003831,0.00027193352611826953,0.025950910600475004,0.0017599969069702545
0.056411621496765936,0.06859931440505608,0.03910035681648349,0.039576563655220845,0.03808852177691723,0.005706548015414526,3.940567151966271e-24,3.8706640491354874e-11,0.003106181081925741,0.014821130614781962,1.9949849175077784e-25,1.8739893935403724e-38,3.40918196364355e-26,8.377074498062088e-26,0.0004397727183908528,0.04315027076132422,1.9245164321786771e-28,0.04861031175306517,0.009485465927486975,0.0544571245276954,9.598502431161081e-32,0.039848295538248674,3.938209832203268e-25,0.03282696690562516,6.285580512438085e-20,0.03643680411111784,7.715486631730166e-26,0.03255588053745436,4.31896686880265e-25,0.04357418202158345,0.00021149230558678133,0.020760465539912575,1.0661983183993383e-23,0.023555772935704482,7.278071941501499e-32,0.038491086043958886,1.3857764211082494e-21,0.04178953754076781,1.2525293456938129e-32,0.036990295424179226,0.0006932714730610248,0.02743938496193309,1.9251077465976425e-25
0.07277327803238334,0.07088549583701673,0.04536850338503836,0.05185400136489471,0.051349688302401074,0.03851507338733006,9.38358449014962e-25,0.028551168658687974,0.02190580765872206,4.173485343729303e-11,1.3453197790526802e-26,6.454437322579754e-40,2.254020115059933e-28,3.9182145465379934e-30,0.0005747161953683975,0.059648224743830816,1.2624846943650594e-27,0.05904144624601453,6.660977502036205e-29,0.06195477702280403,3.276348013267924e-32,0.0846682565383246,3.043265606824127e-26,0.044885744808436205,1.0075177930654195e-19,0.052716932510071285,2.2376934363646162e-26,0.04424437273993387,9.104456721026078e-28,0.049042016357313756,0.001791721478585312,0.04177261934148314,2.5223021899128486e-22,0.017000914373284905,7.210178069394491e-32,0.04081156451190091,9.588778641221452e-24,0.04216566504108682,1.6165502724408367e-40,0.03564124004944572,0.008086164407795512,0.03453352986782322,1.488172287427568e-27
0.046560959723160676,0.048620506814430045,0.04258638382735681,0.04402833676536863,0.041631319008137484,0.00041134220828692745,2.923069683516285e-25,0.0069853831661966384,4.972662151770444e-11,0.000426325312895783,5.643319074069358e-26,9.319074569868779e-36,1.1114429388824381e-25,2.3794264054244136e-26,0.0006330513988532876,0.05365188434950329,3.333109891094473e-35,0.04423100342400853,8.770120171091261e-32,0.03837154068590491,5.301089182174224e-41,0.07502695758958168,6.648067040528158e-30,0.042420489981975784,4.688464121904888e-21,0.04614053789417877,5.178370021805773e-35,0.03947888727363355,3.02079104768549e-28,0.03389680190646006,0.0009679282540724452,0.0456110756218616,1.5307842969215098e-24,0.008520580625081386,2.3547684190940508e-29,0.02557340613611242,7.751044746266032e-23,0.033457703980474415,1.2501520694751955e-47,0.028480460565540603,0.0013153409978528977,0.03203372691203564,3.7490738013363106e-28
4.395053571375726e-50,0.02721811310773177,0.02694793919410949,0.022719141694451075,0.020440016714130878,4.6141489293884995e-05,6.488251034245836e-26,0.0009415264291337145,0.0029775137222269404,0.04806842039551718,2.328474866787878e-24,0.016376021803564515,5.7917204264946186e-24,5.5247802719228106e-27,0.0035244893780217597,0.0267303705713755,1.0362087650634106e-29,0.02091579546952729,6.601383584927031e-26,0.01245332216541777,1.770868374225991e-35,0.0151948859771445,1.0990319651952202e-26,0.02208870857213809,3.751304008809756e-21,0.015864068818194726,3.846816389825263e-28,0.016388457352152403,0.002729593663099499,0.011442107669650578,0.0008327886485488215,0.005321267256086144,7.108231926942402e-23,0.0023598292929929575,5.832151319851078e-28,0.017643945358362285,0.003449048676804466,0.030275852904149917,0.0007107326023524537,0.014813677429670845,0.00267290631898821,0.02184466925780978,2.4369318807302983e-29
3.1502454496116103e-21,0.004657862062314542,0.0057536971174123345,0.004549815244776962,0.006160802057939644,5.8484412978854205e-06,1.704950484932991e-27,0.0003376550006875,0.0005532352291257313,2.7437991761434497e-05,6.661394674140433e-25,4.249571815679705e-27,5.77935507494611e-25,9.359767136602754e-27,0.0008143753273776026,0.0036091948455860977,2.7989437848870047e-30,0.00040959457039037875,1.6796088835622578e-29,1.3608902710963138e-21,2.983928875676387e-37,0.001868568057619207,9.699670087362684e-28,0.007159968896332498,1.1026326816020198e-22,1.8943775009296215e-08,8.80656049008928e-30,0.005959543584760721,4.6242783442808324e-23,1.0777924860122023e-19,0.000281436968506272,0.003660423778099494,4.928001671475429e-28,0.0007038241487505757,1.9657316729415303e-29,0.008298959851413443,6.361134141417361e-23,0.003928384098273797,9.305540977591645e-42,0.006732289340362605,9.418776607336381e-05,0.01681718653735575,8.096242911229371e-30
0.005247526607587137,5.379959251259484e-22,2.319669478298651e-38,0.0008477861568893646,8.467848305690376e-20,1.9185413299255033e-05,1.9174811981709267e-27,0.00025987396737637376,0.0004486181492903546,3.004185019637104e-05,1.4662504243157448e-24,7.074382963508984e-27,3.062439172001296e-32,6.288557528510383e-27,0.0004618053836628069,0.006313110390508947,3.428554910313842e-31,4.221479908859799e-27,3.272588121672305e-30,0.015852227834428675,2.9858090749794946e-37,0.03464990313045385,2.9059869928251434e-28,0.006562006039348231,4.195321420075136e-23,8.146761453206828e-06,6.010795571065317e-30,4.6901216449781796e-20,2.3938316760084815e-23,0.002178545131271655,9.3081641246532e-06,0.01728850444798753,7.367816079384921e-33,0.003272195259306154,1.2133154242926921e-29,0.020758410215895633,3.203410160314591e-23,0.016519309798954853,1.1359672635447791e-42,0.0007734033889271838,0.0001391353795857637,0.010254371735429861,2.7967620005156374e-30
0.002674780513072413,2.3830311544894306e-27,5.978772040049112e-37,0.001264280968228551,0.0007124906740626353,1.680005104856179e-05,2.4856937639572807e-27,0.00016540875341202276,0.00035726098019434,1.4154487992944553e-05,1.19583929370173e-24,4.999784423044438e-27,8.808122579668031e-26,7.183219876708793e-27,0.0007405675093394129,0.0034139629419564746,1.4570007387870107e-31,9.636138477201341e-30,1.0614643928461947e-30,0.0008697510318465868,2.177200375342144e-37,0.0001862663588045502,8.627614919235919e-29,0.003723656780738308,1.887050514859209e-23,1.292163886152352e-05,3.8500653320787324e-30,4.238069784594231e-23,9.415006693934408e-24,0.002734313625754416,0.0001972894871663681,0.0049719536096644035,1.667344961344479e-28,0.0048333397498474375,5.5615312868671306e-30,0.0024552319225533146,4.9979109080683035e-23,0.005453507021902367,4.341844263403498e-43,4.111665301461461e-26,7.510194170399309e-05,2.708943855093653e-26,9.000105317568695e-31
8.648261857921428e-21,4.476157630124088e-23,2.6388458841848004e-38,2.1083811510385046e-29,9.25678020650748e-18,1.2901048369203513e-05,2.9309897206155515e-27,0.00014226478752398953,0.0003565312358157873,2.3215690081006523e-10,5.850422475376702e-25,2.8336400886033332e-27,1.5057701173515362e-26,3.35728521980521e-27,0.0007416660254518875,0.0006028640095828666,9.553594873324584e-37,5.593559296351184e-32,5.3963837639187645e-31,1.888978158152475e-21,2.7999940706692987e-37,1.7637451921341534e-11,2.546359679664048e-35,2.6049562076440236e-33,1.7049786851644247e-29,1.1558574212343301e-05,3.4850048409223915e-30,2.1144609646024842e-23,9.179793100937988e-25,8.886519381496356e-05,0.0002503557563060891,1.291307580022028e-40,5.952333740342732e-33,0.005018108684571219,2.976348113962998e-30,0.0001548218462019528,2.1926430916765033e-23,1.6066956967294983e-25,3.1157602260311295e-43,6.728346344672216e-33,7.760992207214517e-11,8.052156999180084e-31,4.27028702853009e-31
4.696785288714841e-41,8.349229075518047e-26,0.0013720035065243193,1.6166046683795742e-22,9.931177212526182e-33,1.691185668258662e-05,8.680739143871985e-32,0.0003461664920691433,0.00022092588316057155,0.0001728694035252885,1.3128836958037223e-30,3.7740200281914103e-28,1.0214776482361297e-24,1.038002783852935e-28,0.00013969864471083385,0.0007067764030555129,4.226478771185202e-32,9.4864200835195e-23,5.8292701069755256e-24,1.2490506451185602e-23,3.687180700478457e-44,0.0011299430158825633,1.2010591888393605e-26,1.0621790618568182e-29,2.893987679374748e-21,0.0016966895756876151,1.6502966670549667e-26,1.5456942188448671e-18,4.174064618556059e-26,2.7732766964358292e-14,0.00016220078673782456,4.381279158626252e-19,2.500766973793016e-28,0.005075575591768949,3.483515077686679e-28,0.0009087704181342923,3.7862110307330255e-28,4.222934558856738e-27,3.403922086200135e-34,2.1537915309325507e-31,4.465452418296433e-05,1.3115906675878167e-16,3.303769405896217e-20
1.6643198770759245e-31,2.5849269947485945e-25,0.005412787996436845,1.5070566477218134e-23,0.00038925289902098405,2.0923209148188886e-05,6.608504242955611e-28,0.0002849136483418725,0.0002311148194167358,0.00025828859658557886,2.622783828920527e-22,7.0927566630003025e-28,5.142513490173339e-24,2.498648847701083e-28,0.000241675626555344,0.0006018897305221899,1.7672292989830997e-33,1.740037692151033e-21,1.4115942837308488e-30,1.3090182241078445e-23,8.925404283106224e-38,0.001064696240211591,8.270934045071788e-27,1.084434979900852e-36,2.6186120953763645e-21,0.003556020477660869,1.024912316261839e-26,5.114636846139188e-15,4.4512866292032274e-26,0.005232132377286602,0.00015441308712711916,4.8716441610078894e-20,7.728574768645103e-29,0.005580224398863829,4.080961702733915e-28,0.0014154170517801977,3.77768099753814e-21,1.0133499537109926e-27,2.909804468356874e-26,0.004574668457906383,7.750552561046456e-06,2.0416250672843456e-17,4.7382554673334993e-20
0.0018642167450469173,0.01110272637177751,0.004729357585077051,2.261321433038331e-20,0.0027178757888599346,2.3024669306830203e-05,1.1711658969992829e-27,0.0003221754203489634,0.0002451095917688981,0.0003634236221604012,9.3903938339609e-22,2.5405940598293278e-27,3.177617633182814e-23,6.921146311372627e-28,0.00033516529860590086,0.0010542982803152057,3.839133546122088e-32,0.0009731314539325318,2.1023606678529395e-23,4.133128465412077e-22,1.0602952015435513e-37,0.0028550288210983437,2.1562908899669188e-27,0.0020204153719311294,2.858189331437367e-21,6.810803289875678e-05,2.5123630939085107e-28,0.010385608123501025,3.8399339419464867e-26,0.00977267564582352,6.892439323003032e-05,6.010267092011222e-18,7.656904110712756e-28,0.008804858812341113,3.562600814169324e-28,0.0022402380272988206,6.917267883138521e-21,0.0010241945039698398,2.178591250306904e-25,0.007270086129307849,7.371805215448116e-05,0.000738443669053317,1.136703746521771e-19
0.017933336190733475,1.0610070520221454e-40,0.0035480711350481175,0.013711195178729789,0.005809075174186978,2.41380793847101e-05,1.775475383819614e-27,0.000788339388212142,0.000468266174507391,0.0024091654034966658,8.430421409555543e-22,2.9256586568533746e-26,2.18895424299126e-22,1.860199351684509e-27,0.0003466181972065988,0.015429392203673991,8.768636109473348e-33,0.01805788605319356,3.3000052537125307e-24,0.0012742058957981091,1.081685860336855e-37,0.010070780194018247,2.960184660929071e-27,0.01025736030800916,4.347837557088046e-21,0.0037408838249600534,4.177798225142542e-26,0.018789238486583558,5.834649196521242e-26,0.01413585963075951,0.0001790009781181176,0.022571985680540467,8.657486724995287e-27,0.016629386212155362,2.698804299469833e-28,0.01071000274747523,1.5439995390272477e-20,0.03493935495355355,2.3916388581650093e-25,0.017926039916448547,0.0001128835679176541,0.014214474434831962,1.7825164103051561e-19
0.04145685810037122,0.01127549177246612,0.018499366265163696,0.03457420880078449,0.031650129878918076,0.00011613162829876922,4.097507939690768e-33,3.8610625349060986e-11,0.000704293759724176,0.10056454116067688,2.345872103452326e-22,1.9423944577983927e-32,1.697971751531907e-22,4.91606949591917e-26,4.95398017825311e-09,0.029171923272421473,2.0486346568817896e-32,0.048776908781707345,0.023666962514081104,0.04188950329130142,1.3323241012443218e-36,0.04459808577896914,2.9853631200844074e-26,0.043303984934074925,1.6755431357071829e-21,0.03851321670838883,5.891023391646248e-27,0.036217735364360584,8.867765630362796e-30,0.043119312900811786,0.00039656349289807625,0.03656237414114289,3.1360419542912733e-26,0.04013407515535034,9.26934417501818e-28,0.049028372473051224,6.166810585339961e-22,0.030485602447273333,1.8589057334298134e-26,0.05169667734190354,9.212951445799992e-05,0.05126773629856822,6.895885698896964e-18
0.072207232610922,0.05869881352770912,0.03708457453159341,0.05860205073322968,0.05321072426034119,0.08965892907007789,0.028696469939150995,0.03729177962773719,0.036710146351164034,0.045846631221713494,0.020640947728555396,0.20673290991653037,0.01630047068926564,9.104834724211079e-24,0.004714466526369394,0.05244752422159172,4.288363400090739e-30,0.07663562357559443,0.18042466909025043,0.07878145924141634,1.5046619296587863e-33,0.07238361582297902,1.5438699955730258e-24,0.06345588248982266,1.342042251309522e-16,0.06523125932010926,2.436240282372744e-23,0.05178191340425827,0.04793313204760537,0.06568990372942549,0.06274027570156789,0.04866854194119113,2.292448113869751e-25,0.038107038354353334,0.07294191542170952,0.06262643751773246,0.002786746046596168,0.051663651809962845,0.0380819824758314,0.05857989690725451,0.038475906376328105,0.05425451916452041,0.043050183994165304
0.0776028241369226,0.07589170382074348,0.05068968466482109,0.06730629363927519,0.0641095495370849,0.19298433006496002,0.12284585934829752,0.14797827594201382,0.13304594602227682,0.015956139624036567,0.0925446737980294,0.12113017088910134,0.09369626712729417,0.16395783782926443,0.05827196307004098,0.0679920859070958,0.07747674721636985,0.07786516196919556,0.1468790751651513,0.0743910692510336,0.09778155488020406,0.09327032505533218,1.2241042646767165e-23,0.06761993238146231,0.10473509018933429,0.07495377384596442,0.08848461237001319,0.058994955868445734,0.11533133770881003,0.06703114421841969,0.10791760241353124,0.060739534515468256,0.09571308297081302,0.021333531645513527,0.08576723199267516,0.056535293517036456,0.10214458233429424,0.057090261455205106,0.11493294255145038,0.05241806981259353,0.14163042273726142,0.04896394437950635,0.13391586804293856
