Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resInvError
,Mixed / non conventional,37,39,60,62,-454910.56,0.16,0.0,253.53,144.411,3.011,47.9611424775822,,,-9483.682823024179,-454848.26308726164,2142,-0.003881072515372558,-0.1857801587416148,47.868252398211396,0.0,-0.57949
,Mixed / non conventional,37,39,62,64,-679259.0,0.58,0.0,65.74,38.795,0.696,55.73994252873564,,,-12193.306486745501,-679654.2028064537,2143,-0.03179200328711896,-1.7443561479033605,54.86776445478396,0.0,-0.0975
,Mixed / non conventional,37,39,64,66,1732886.5,0.59,0.0,-139.62,-78.494,0.696,-112.77873563218391,,,-15374.169048504882,1733879.3466858366,2144,0.0018661118590135475,0.21065428824049093,-112.88406277630415,0.0,-0.63119
,Mixed / non conventional,37,39,66,68,-322085.34,0.07,0.0,29.44,46.209,2.735,16.895429616087753,,,-19063.969620146378,-322093.9569204183,2145,-0.013638997627362294,-0.22887590548117842,16.780991663347166,0.0,-0.77683
,Mixed / non conventional,37,39,68,70,-818407.69,0.07,0.0,146.1,96.067,2.735,35.12504570383912,,,-23300.40731351191,-818427.8718051731,2146,-0.008053003291393716,-0.28172773148889263,34.98418183809467,0.0,0.02655
,Mixed / non conventional,37,39,70,72,-871246.63,0.24,0.0,-343.92,42.756,1.38,30.982608695652175,,,-28121.181240446072,-871267.5544322553,2147,-0.01315998279358246,-0.4050652713345606,30.780076059984893,0.0,-0.43839
,Mixed / non conventional,37,39,72,2,176079.28,0.19,0.0,-28.09,-126.697,1.38,-91.80942028985508,,,-1917.9423150165692,176085.17209105383,2148,-0.012622230541235723,-1.1515719653400822,-91.23363430718504,0.0,-0.62384
,Mixed / non conventional,37,39,4,6,-1410201.25,0.03,0.0,14.72,97.285,1.94,50.146907216494846,,,-28121.181240446072,-1410190.2664828845,-234,-0.002638525568457843,-0.13248868426028082,50.213151558624986,0.0,
,Mixed / non conventional,37,39,61,63,-667870.5,0.54,0.0,83.95,37.377,0.603,61.985074626865675,,,-10781.945987120022,-668319.7266344695,2151,-0.01792877854934076,-1.1014429133106916,61.43435317021033,0.0,-0.33344
,Mixed / non conventional,37,39,63,65,1251820.88,0.52,0.0,-167.09,-55.045,0.603,-91.28524046434495,,,-13722.476710880474,1252659.5863190973,2152,-0.005038602316552909,-0.45879418335320565,-91.05584337266835,0.0,-0.54833
,Mixed / non conventional,37,39,65,67,-158879.14,0.07,0.0,92.25,49.092,5.3,9.262641509433962,,,-17153.095888600008,-158882.97799304748,2153,-0.013605179374681977,-0.12516842974982723,9.200057294559048,0.0,-0.46688
,Mixed / non conventional,37,39,67,69,-541057.81,0.05,0.0,-125.88,135.834,5.3,25.629056603773588,,,-21111.502632123484,-541067.8959494078,2154,-0.009879716091129908,-0.2519631407806102,25.503075033383283,0.0,-0.40718
,Mixed / non conventional,37,39,69,71,-954958.75,0.42,0.0,-563.67,41.5,1.114,37.25314183123878,,,-25635.396053292803,-954999.0450732956,2155,-0.012832936446634772,-0.47501925559874536,37.01563220343941,0.0,-0.21408
,Mixed / non conventional,37,39,71,1,156733.98,0.38,0.0,374.94,-91.712,1.114,-82.32675044883302,,,-1903.8665472803707,156739.14612583243,2156,-0.0033070031679010925,-0.2718053938879734,-82.19084775188904,0.0,-0.82414
,Mixed / non conventional,37,39,5,7,-1544456.38,0.17,0.0,21.26,37.736,0.626,60.281150159744406,,,-25635.396053292803,-1545331.1588930625,-311,-0.022052872543822915,-1.3441941928726777,60.953247256180745,0.0,
,Mixed / non conventional,37,39,7,9,2389069.25,0.14,0.0,-159.02,-70.88,0.626,-113.22683706070286,,,-21111.502632123484,2390388.6686340454,-448,-0.0006391818472355208,-0.07239567587001261,-113.26303489863787,0.0,
,Mixed / non conventional,38,40,39,41,-1035.07,0.12,0.0,55.25,-751.052,6.839,-109.81897938295072,,,9.424777960769378,-1035.0194965626206,2161,0.032491675680229815,3.6271284014804053,-111.63254358369092,0.0,-0.77663
,Mixed / non conventional,38,40,41,43,60.79,0.11,0.0,239.93,-35.29,6.839,-5.1601111273578,,,-11.780972450961722,60.791127035303276,2162,0.0006436517037963999,0.0033223835478182195,-5.1617723191317095,0.0,-0.24875
,Mixed / non conventional,38,40,43,45,1553.74,0.16,0.0,-6.78,-48.978,2.6,-18.837692307692308,,,-82.46680715673212,1553.4843388163176,2163,-0.013535635505635277,-0.2532660781841116,-18.711059268600252,0.0,0.87765
,Mixed / non conventional,38,40,45,47,-27558.44,0.15,0.0,30.69,289.569,2.6,111.3726923076923,,,-247.400421470196,-27553.65101719353,2164,0.02890451776034149,3.266380539989825,113.00588257768722,0.0,0.13851
,Mixed / non conventional,38,40,47,49,46198.75,0.12,0.0,-348.62,-586.096,6.905,-84.87994207096307,,,-544.2809272344314,46198.5335739886,2165,0.022007979719856276,1.888820606521719,-85.82435237422393,0.0,0.2611
,Mixed / non conventional,38,40,49,51,1977.38,0.06,0.0,345.81,-13.508,6.905,-1.9562635771180301,,,-1010.8074362925171,1977.4057710991049,2166,0.011443652586353513,0.022515631274912185,-1.9675213927554862,0.0,-0.40532
,Mixed / non conventional,38,40,51,53,-7434.68,0.06,0.0,-299.71,30.701,6.957,4.4129653586315944,,,-1684.6790604875298,-7434.430334343489,2167,0.02858869108480811,0.12799044302459706,4.476960580143893,0.0,-1.90314
,Mixed / non conventional,38,40,53,55,-193046.19,0.06,0.0,267.78,515.811,6.957,74.14273393704184,,,-2603.594911662535,-193037.6448152313,2168,0.013610992913062475,1.0160710944047082,74.6507694842442,0.0,0.27236
,Mixed / non conventional,38,40,55,57,279940.59,0.03,0.0,-225.83,-514.468,6.993,-73.56899756899756,,,-3805.254101660642,279948.7297544898,2169,0.01933013608438815,1.4359775553805605,-74.28698634668784,0.0,0.03839
,Mixed / non conventional,38,40,57,59,-8728.04,0.04,0.0,323.23,11.457,6.993,1.6383526383526383,,,-5327.355742324881,-8728.087335881048,2170,0.008684705671925117,0.014290665563050142,1.6454979711341635,0.0,0.10265
,Mixed / non conventional,38,40,42,44,374.86,0.1,0.0,23.47,-69.899,7.03,-9.942958748221907,,,-37.699111843077524,374.84071390032375,2171,-0.004038026330495676,-0.04006902933061518,-9.9229242335566,0.0,0.29028
,Mixed / non conventional,38,40,46,48,-91115.94,1.51,0.0,45.24,41.456,0.172,241.0232558139535,,,-376.99111843077526,-90863.62677712919,2173,0.012871040522875007,3.1223138062996725,242.58441271710336,0.0,-0.36102
,Mixed / non conventional,38,40,48,50,168546.14,1.51,0.0,87.64,-38.342,0.172,-222.9186046511628,,,-753.9822368615518,168076.66817293965,2174,-0.009007817034756043,-1.999006661213059,-221.91910132055628,0.0,-0.30534
,Mixed / non conventional,38,40,50,52,1457.4,0.04,0.0,4.31,-7.77,7.034,-1.1046346317884561,,,-1319.46891450771,1457.531058533538,2175,-0.04990624942350368,-0.05378604165081069,-1.0777416109630509,0.0,1.73715
,Mixed / non conventional,38,40,52,54,-48344.45,0.09,0.0,-31.14,161.085,7.034,22.900909866363378,,,-2111.150263212339,-48347.26189217509,2176,0.006279162519348932,0.14425142395920076,22.97303557834298,0.0,1.22626
,Mixed / non conventional,38,40,54,56,-366545.44,0.44,0.0,147.28,43.312,0.374,115.80748663101603,,,-3166.7253948185225,-366730.508824545,2177,-0.009077107704011175,-1.04644766997707,115.28426279602749,0.0,-0.10147
,Mixed / non conventional,38,40,56,58,606718.5,0.44,0.0,-138.7,-50.184,0.374,-134.1818181818182,,,-4523.893421169273,607024.2445132588,2178,0.0007250433935353582,0.09732292247628038,-134.23047964305633,0.0,0.02151
,Mixed / non conventional,38,40,58,60,-31238.43,0.11,0.0,-127.6,35.393,7.048,5.021708286038592,,,-6220.353454107836,-31236.800482582097,2179,-0.002128661125700941,-0.010678150131560926,5.016369210972812,0.0,-0.3865
,Mixed / non conventional,38,40,60,62,-216313.11,0.11,0.0,246.56,183.812,7.048,26.0800227014756,,,-8293.804605477077,-216302.61239244504,2180,-0.002544889793174732,-0.06628643773933618,26.04687948260593,0.0,-0.01129
,Mixed / non conventional,38,40,59,61,-78784.66,0.16,0.0,-77.34,50.72,4.64,10.931034482758621,,,-7207.598945498374,-78786.5126111374,2181,-0.0011514728692671849,-0.012579547136303049,10.92474470919047,0.0,-0.29145
,Mixed / non conventional,38,40,61,63,-455664.69,0.15,0.0,67.7,222.943,4.64,48.04806034482759,,,-9483.682823024179,-455672.5645718706,2182,-0.0006941300379929402,-0.03334003079422132,48.03139032943048,0.0,-0.06575
,Mixed / non conventional,38,40,63,65,705764.69,0.09,0.0,-144.94,-409.926,7.082,-57.88280146851172,,,-12193.306486745501,705782.738617006,2183,0.008404941182844083,0.48855467850982137,-58.12707880776664,0.0,-0.09279
,Mixed / non conventional,38,40,65,67,-64933.42,0.08,0.0,90.66,29.912,7.082,4.223665631177633,,,-15374.169048504882,-64935.349418085,2184,-0.004583211072948547,-0.019313691726355664,4.214008785314455,0.0,-0.40186
,Mixed / non conventional,38,40,67,69,-267796.47,0.12,0.0,-129.27,50.202,3.574,14.046446558477896,,,-19063.969620146378,-267781.03046183224,2185,-0.010625261286417076,-0.14845845986639183,13.972217328544701,0.0,-0.3593
,Mixed / non conventional,38,40,69,71,-690300.69,0.12,0.0,-570.58,105.878,3.574,29.624510352546167,,,-23300.40731351191,-690263.1576776761,2186,-0.010505471081523683,-0.30959322547434454,29.469713739808995,0.0,-0.12127
,Mixed / non conventional,38,40,71,1,94816.25,0.08,0.0,391.98,-357.867,7.098,-50.418005071851226,,,-1880.610104505297,94816.60978712272,2187,0.007100873517201977,0.3592875045679875,-50.59764882413522,0.0,-0.44276
,Mixed / non conventional,38,40,5,7,-1406135.0,0.0,0.0,6.23,107.213,2.144,50.006063432835816,,,-28121.181240446072,-1406229.5729160188,-303,-0.036897558394344575,-1.8797813160226298,50.94595409084713,0.0,
,Mixed / non conventional,38,40,62,64,-670307.63,0.17,0.0,56.35,46.485,0.748,62.14572192513369,,,-10781.945987120022,-670051.8171273719,2191,-0.011168571747152587,-0.6902245429347431,61.80060965366632,0.0,-0.23327
,Mixed / non conventional,38,40,64,66,1234078.38,0.17,0.0,-119.03,-67.243,0.748,-89.8970588235294,,,-13722.476710880474,1233610.2960825344,2192,-0.0012309361915137024,-0.11058947892051663,-89.84176408406915,0.0,-0.27542
,Mixed / non conventional,38,40,66,68,-139559.84,0.05,0.0,25.58,51.034,6.273,8.13550135501355,,,-17153.095888600008,-139549.03484438272,2193,-0.010031431195915784,-0.08120342878274478,8.094899640622177,0.0,-0.876
,Mixed / non conventional,38,40,68,70,-488377.53,0.05,0.0,138.39,145.104,6.273,23.131516021042568,,,-21111.502632123484,-488341.0613632467,2194,-0.004783806201988836,-0.11039264130181081,23.076319700391664,0.0,0.15239
,Mixed / non conventional,38,40,70,72,-783471.63,0.03,0.0,-347.6,48.45,1.585,30.567823343848584,,,-25635.396053292803,-783618.2579066476,2195,-0.007992339492514607,-0.2433360097110686,30.44615533899305,0.0,-0.56051
,Mixed / non conventional,38,40,72,2,121544.3,0.03,0.0,-9.03,-101.205,1.585,-63.851735015772874,,,-1903.8665472803707,121565.18228234065,2196,-0.0055334731648927285,-0.3523470108769118,-63.67556151033442,0.0,-0.47376
,Mixed / non conventional,38,40,4,6,-1098747.88,0.03,0.0,3.4,140.984,3.947,35.71928046617685,,,-30762.475263951364,-1098813.4817869065,-243,-0.009351487765160026,-0.3355975826036399,35.88707925747867,0.0,
,Mixed / non conventional,38,40,6,8,-1382710.38,0.16,0.0,4.4,47.34,0.878,53.91799544419135,,,-25635.396053292803,-1382209.1676114823,-380,-0.01940788140999075,-1.0566881001124528,54.446339494247574,0.0,
,Mixed / non conventional,38,40,8,10,2217900.75,0.16,0.0,-75.94,-92.205,0.878,-105.01708428246013,,,-21111.502632123484,2217068.451247091,-517,-0.02656228846289636,-2.8270404177796706,-106.43060449134997,0.0,
,Mixed / non conventional,39,41,40,42,5883.53,1.68,0.0,-186.63,128.144,0.205,625.0926829268293,,,9.424777960769378,5891.359741486981,2201,0.008625185911350605,5.414892830746453,627.8001293422026,0.0,-0.93079
,Mixed / non conventional,39,41,42,44,2832.18,1.53,0.0,-2.46,-49.348,0.205,-240.7219512195122,,,-11.780972450961722,2835.9386756588246,2202,-0.002111155143821611,-0.5076655052264982,-240.46811846689894,0.0,-0.62415
,Mixed / non conventional,39,41,44,46,17376.04,0.4,0.0,-187.41,-77.641,0.368,-210.9809782608696,,,-82.46680715673212,17398.927647977824,2203,0.01137473467265065,2.4135795622596845,-212.18776804199945,0.0,-0.39311
,Mixed / non conventional,39,41,46,48,26520.15,0.44,0.0,34.2,-39.5,0.368,-107.33695652173913,,,-247.400421470196,26555.20828280636,2204,-0.032869682084471705,-3.4710849080759942,-105.60141406770113,0.0,-0.02753
,Mixed / non conventional,39,41,48,50,-304727.47,2.0,0.0,150.95,112.91,0.202,558.9603960396039,,,-544.2809272344314,-304231.48264376057,2205,-0.009331374230794453,-5.191646039603938,556.3645730198019,0.0,-0.99978
,Mixed / non conventional,39,41,50,52,212733.31,1.99,0.0,-20.69,-42.443,0.202,-210.11386138613858,,,-1010.8074362925171,212384.65355724405,2206,-0.022828402975202226,-4.7424328147100425,-207.74264497878357,0.0,-0.88192
,Mixed / non conventional,39,41,52,54,267803.63,0.4,0.0,-51.31,-64.082,0.403,-159.01240694789078,,,-1684.6790604875298,267884.8723428334,2207,-0.003740316262639656,-0.5936464788790659,-158.71558370845125,0.0,-0.11939
,Mixed / non conventional,39,41,54,56,261601.44,0.37,0.0,134.71,-40.504,0.403,-100.50620347394539,,,-2603.594911662535,261677.43995528363,2208,-0.028870621844431014,-2.8603860317892753,-99.07601045805075,0.0,-0.31809
,Mixed / non conventional,39,41,56,58,-1623102.75,0.42,0.0,-85.86,103.703,0.243,426.761316872428,,,-3805.254101660642,-1623935.2514589035,2209,-0.0177591968452993,-7.5122326233437775,423.00520056075607,0.0,-0.63187
,Mixed / non conventional,39,41,58,60,823512.5,0.48,0.0,-146.67,-37.583,0.243,-154.66255144032922,,,-5327.355742324881,823942.4315382552,2210,-0.033649284319546925,-5.1181727421043774,-152.10346506927704,0.0,-0.79747
,Mixed / non conventional,39,41,43,45,7821.52,2.18,0.0,-33.63,-42.117,0.203,-207.47290640394087,,,-37.699111843077524,7821.544302930522,2211,-0.023874010935575594,-4.894781403940868,-205.02551570197045,0.0,-0.79039
,Mixed / non conventional,39,41,45,47,31818.96,2.17,0.0,12.1,-42.834,0.203,-211.00492610837438,,,-150.79644737231,31818.79323519964,2212,-0.024851461825034584,-5.179422752669666,-208.41521473203954,0.0,-0.4638
,Mixed / non conventional,39,41,47,49,-243031.58,1.07,0.0,-271.81,133.653,0.207,645.6666666666666,,,-376.99111843077526,-243410.5988001372,2213,0.03851712741767704,25.357575757575773,658.3454545454545,0.0,-1.0044
,Mixed / non conventional,39,41,49,51,171431.66,1.03,0.0,315.41,-47.139,0.207,-227.72463768115944,,,-753.9822368615518,171700.33170732702,2214,-0.048688849294321414,-10.824143030290912,-222.312566166014,0.0,-0.80788
,Mixed / non conventional,39,41,53,55,318866.16,1.61,0.0,253.28,-37.726,0.25,-150.904,,,-2111.150263212339,318581.0193197948,2216,-0.03507033258640227,-5.201052154195025,-148.30347392290247,0.0,-0.92835
,Mixed / non conventional,39,41,55,57,-1416159.5,0.92,0.0,-171.29,138.069,0.309,446.8252427184466,,,-3166.7253948185225,-1414972.843162455,2217,0.007040589517983611,3.1570267850995606,448.40375611099637,0.0,-0.87909
,Mixed / non conventional,39,41,57,59,572161.69,0.86,0.0,306.46,-39.048,0.309,-126.36893203883496,,,-4523.893421169273,571679.5802906725,2218,-0.04158116296625361,-5.147546668527994,-123.79515870457095,0.0,-0.51154
,Mixed / non conventional,39,41,59,61,888757.81,1.87,0.0,-96.07,-50.669,0.355,-142.72957746478872,,,-6220.353454107836,887828.4201864505,2219,-0.03406647107520327,-4.780859516070791,-140.33914770675332,0.0,-0.47254
,Mixed / non conventional,39,41,61,63,932266.56,1.87,0.0,57.86,-39.862,0.355,-112.28732394366199,,,-8293.804605477077,931289.1244606402,2220,-0.024563121894939963,-2.724664097114683,-110.92499189510465,0.0,-0.79552
,Mixed / non conventional,39,41,60,62,915262.69,0.06,0.0,229.78,-66.736,0.526,-126.8745247148289,,,-7207.598945498374,914460.690545208,2221,-0.015472722351545086,-1.9480236796322004,-125.9005128750128,0.0,-0.88521
,Mixed / non conventional,39,41,62,64,764596.69,0.09,0.0,46.46,-42.37,0.526,-80.55133079847909,,,-9483.682823024179,763923.2722652747,2222,-0.028913816234951376,-2.2958554055391147,-79.40340309570954,0.0,0.2065
,Mixed / non conventional,39,41,64,66,-3978623.25,0.86,0.0,-77.19,117.577,0.36,326.60277777777776,,,-12193.306486745501,-3982367.768866877,2223,-0.004805238193345329,-1.5656424992631628,325.8199565281462,0.0,-0.6357
,Mixed / non conventional,39,41,66,68,1703478.38,0.87,0.0,11.18,-39.926,0.36,-110.90555555555557,,,-15374.169048504882,1705080.7595294612,2224,-0.02452173613464825,-2.686656034024452,-109.56222753854334,0.0,-0.38702
,Mixed / non conventional,39,41,68,70,1935602.5,0.55,0.0,125.93,-80.12,0.789,-101.54626108998733,,,-19063.969620146378,1935874.8364589706,2225,-0.012828073665679705,-1.2943409670994726,-100.8990906064376,0.0,-0.0796
,Mixed / non conventional,39,41,70,72,1329819.5,0.55,0.0,-351.58,-45.037,0.789,-57.08111533586818,,,-23300.40731351191,1330013.23723528,2226,-0.01603805856277519,-0.9081874885217331,-56.62702159160732,0.0,-0.53315
,Mixed / non conventional,39,41,72,2,-310028.31,1.05,0.0,8.63,72.897,0.442,164.92533936651586,,,-1880.610104505297,-310160.25970163493,2227,-0.02940246435619597,-4.778954886798033,162.53586192311684,0.0,-1.03
,Mixed / non conventional,39,41,4,6,3414865.5,0.33,0.0,-6.58,-57.456,0.565,-101.6920353982301,,,-33563.99051278921,3413190.51133242,-235,0.019521961604874006,1.9660375557274108,-100.7090166203664,0.0,
,Mixed / non conventional,39,41,6,8,2139358.5,0.31,0.0,-4.79,-42.962,0.565,-76.03893805309735,,,-28121.181240446072,2138304.758322202,-372,-0.008657146276098348,-0.6611420109538955,-76.3695090585743,0.0,
,Mixed / non conventional,39,41,63,65,-3534031.5,0.31,0.0,-108.3,156.273,0.477,327.6163522012579,,,-10781.945987120022,-3532341.813931252,2231,-0.006007077013515041,-1.9621233455364973,326.63529052848963,0.0,-0.63574
,Mixed / non conventional,39,41,65,67,1205412.0,0.3,0.0,79.17,-41.881,0.477,-87.80083857442348,,,-13722.476710880474,1204844.9625333021,2232,-0.03813225767845318,-3.285404259994195,-86.15813644442639,0.0,-0.46586
,Mixed / non conventional,39,41,67,69,1909403.25,0.73,0.0,-141.81,-56.483,0.507,-111.40631163708086,,,-17153.095888600008,1910963.146106103,2233,-0.026967178716591305,-2.964343919940191,-109.92413967711076,0.0,-0.17457
,Mixed / non conventional,39,41,69,71,1761001.88,0.72,0.0,-573.98,-42.326,0.507,-83.48323471400394,,,-21111.502632123484,1762456.5294028767,2234,-0.021128710271142836,-1.7454534882475343,-82.61050796988017,0.0,-0.57907
,Mixed / non conventional,39,41,71,1,-313993.22,0.68,0.0,407.64,99.354,0.585,169.83589743589744,,,-1848.472580692835,-313936.99962761695,2235,-0.005022980826763122,-0.8509453155143945,169.41042477814023,0.0,-1.13607
,Mixed / non conventional,39,41,5,7,2919413.75,1.26,0.0,-1.39,-41.286,0.435,-94.91034482758621,,,-30762.475263951364,2919677.135051715,-312,-0.01766553671767106,-1.6915835470694276,-95.75613660112093,0.0,
,Mixed / non conventional,39,41,7,9,-7436210.5,1.1,0.0,-102.1,142.208,0.49,290.2204081632653,,,-25635.396053292803,-7439915.106013597,-449,0.02695299097351231,7.718292507411945,286.3612619095593,0.0,
,Mixed / non conventional,40,42,41,43,-874.34,0.98,0.0,268.23,-44.066,0.475,-92.77052631578948,,,9.424777960769378,-874.3416118300282,2241,-0.01689604126597603,-1.5543236823589837,-91.99336447460999,0.0,0.1942
,Mixed / non conventional,40,42,43,45,2662.9,0.74,0.0,-22.62,-107.366,0.475,-226.03368421052633,,,-11.780972450961722,2662.896606673592,2242,0.00976088573708269,2.2171094402673077,-227.14223893065997,0.0,-0.3019
,Mixed / non conventional,40,42,45,47,18482.69,1.38,0.0,22.98,-38.715,0.173,-223.7861271676301,,,-82.46680715673212,18454.927393484882,2243,-0.012542923539909087,-2.78943842590823,-222.39140795467597,0.0,-0.18655
,Mixed / non conventional,40,42,47,49,-129902.1,1.36,0.0,-317.46,90.701,0.173,524.2832369942197,,,-247.400421470196,-129707.8938021286,2244,-0.0043644720922396,-2.283236994219692,523.1416184971099,0.0,-0.67302
,Mixed / non conventional,40,42,49,51,45936.19,0.08,0.0,337.25,-45.14,0.535,-84.37383177570094,,,-544.2809272344314,45923.067393200436,2245,-0.029383911562309604,-2.4433358291105804,-83.15216386114565,0.0,-0.78873
,Mixed / non conventional,40,42,51,53,190958.89,0.12,0.0,-310.48,-101.043,0.535,-188.86542056074765,,,-1010.8074362925171,190906.57156131737,2246,0.014650537822487127,2.7873984303502652,-190.25911977592278,0.0,-0.2631
,Mixed / non conventional,40,42,53,55,299397.44,0.25,0.0,260.57,-40.794,0.23,-177.36521739130433,,,-1684.6790604875298,298803.46779794904,2247,-0.03415628445307764,-5.956412359857779,-174.38701121137544,0.0,-0.54777
,Mixed / non conventional,40,42,55,57,-1054908.25,0.24,0.0,-204.01,93.006,0.23,404.37391304347824,,,-2603.594911662535,-1052825.8624090685,2248,-0.004863528258884047,-1.961913043478262,403.3929565217391,0.0,-0.83938
,Mixed / non conventional,40,42,57,59,254311.17,0.03,0.0,319.01,-46.301,0.693,-66.81240981240983,,,-3805.254101660642,254238.1964805042,2249,-0.02028090087662808,-1.3414133253907181,-66.14170314971446,0.0,0.03173
,Mixed / non conventional,40,42,59,61,709731.13,0.03,0.0,-86.16,-92.297,0.693,-133.1847041847042,,,-5327.355742324881,709522.2986282245,2250,0.004347736188771035,0.580313483140344,-133.47486092627437,0.0,-0.32288
,Mixed / non conventional,40,42,44,46,8207.96,0.95,0.0,-172.52,-39.335,0.181,-217.32044198895028,,,-37.699111843077524,8192.787648328478,2251,-0.010067965690493622,-2.1770156941295795,-216.2319341418855,0.0,-0.86826
,Mixed / non conventional,40,42,46,48,35837.3,0.94,0.0,33.16,-42.936,0.181,-237.21546961325967,,,-150.79644737231,35771.25007943372,2252,0.00762703184317744,1.8161759563606097,-238.12355759143998,0.0,-0.55095
,Mixed / non conventional,40,42,48,50,-242501.8,0.39,0.0,126.27,137.818,0.214,644.0093457943926,,,-376.99111843077526,-242785.80355089996,2253,0.017784431205361596,11.55609923178531,649.7873954102853,0.0,-0.86889
,Mixed / non conventional,40,42,52,54,226178.17,0.48,0.0,-41.12,-44.155,0.258,-171.14341085271317,,,-1319.46891450771,225818.4105429765,2255,-0.045950548216964475,-7.687510882662252,-167.29965541138205,0.0,0.17995
,Mixed / non conventional,40,42,54,56,340224.28,0.46,0.0,137.46,-41.512,0.258,-160.89922480620154,,,-2111.150263212339,339682.4408002737,2256,-0.015769220751874258,-2.5174066243833693,-159.64052149400987,0.0,-0.29882
,Mixed / non conventional,40,42,56,58,-1423950.0,0.4,0.0,-109.61,156.572,0.348,449.9195402298851,,,-3166.7253948185225,-1424771.6336710511,2257,-0.01355180599553485,-6.056186192618043,446.8914471335761,0.0,-0.40896
,Mixed / non conventional,40,42,60,62,833485.13,0.39,0.0,237.27,-53.117,0.396,-134.13383838383837,,,-6220.353454107836,834359.8849036512,2259,-0.02859686522409068,-3.7817344234423445,-132.2429711721172,0.0,-0.74583
,Mixed / non conventional,40,42,62,64,918998.5,0.39,0.0,50.69,-43.925,0.396,-110.92171717171716,,,-8293.804605477077,919963.0487262135,2260,-0.01897841029252015,-2.0853297371621977,-109.87905230313606,0.0,0.02066
,Mixed / non conventional,40,42,61,63,942772.94,0.34,0.0,64.99,-43.052,0.329,-130.85714285714286,,,-7207.598945498374,943165.804868073,2261,-0.02720117018567584,-3.5117061544932113,-129.10128977989626,0.0,-0.54076
,Mixed / non conventional,40,42,63,65,-2846224.25,0.36,0.0,-130.2,98.779,0.329,300.2401215805471,,,-9483.682823024179,-2847382.083816126,2262,-0.0037585444481664583,-1.1263491254572955,299.67694701781846,0.0,-0.55508
,Mixed / non conventional,40,42,65,67,704366.94,0.05,0.0,86.2,-47.048,0.814,-57.7985257985258,,,-12193.306486745501,704755.1395434919,2263,-0.022594000795421947,-1.2913119858484094,-57.1528698056016,0.0,0.09788
,Mixed / non conventional,40,42,67,69,1558540.25,0.08,0.0,-133.89,-82.563,0.814,-101.42874692874693,,,-15374.169048504882,1559382.7016605758,2264,-0.00608606771649747,-0.615429449555478,-101.1210322039692,0.0,-0.15069
,Mixed / non conventional,40,42,69,71,1766899.88,0.97,0.0,-566.07,-45.118,0.487,-92.64476386036962,,,-19063.969620146378,1766176.9636997215,2265,-0.029520084993438927,-2.6951014908177484,-91.29721311496075,0.0,-0.38721
,Mixed / non conventional,40,42,71,1,-290620.09,0.95,0.0,394.52,78.255,0.487,160.68788501026694,,,-1807.863323109681,-290501.73377812747,2266,-0.010686992938291649,-1.708142837154611,159.83381359168965,0.0,-1.02969
,Mixed / non conventional,40,42,5,7,3716029.5,0.14,0.0,3.86,-44.19,0.399,-110.75187969924811,,,-33563.99051278921,3717275.0394991357,-304,-0.0206804583941511,-2.314330346413996,-111.9090448724551,0.0,
,Mixed / non conventional,40,42,7,9,-8135166.5,0.11,0.0,-121.74,115.463,0.399,289.38095238095235,,,-28121.181240446072,-8137734.209437655,-441,0.021111049892561348,6.045324153757861,286.3582903040734,0.0,
,Mixed / non conventional,40,42,64,66,-3522113.0,0.1,0.0,-100.24,167.495,0.513,326.5009746588694,,,-10781.945987120022,-3520315.8735139724,2271,-0.0002681453030933085,-0.0875379663629019,326.45720567568793,0.0,-0.30121
,Mixed / non conventional,40,42,66,68,1214104.38,0.07,0.0,19.76,-45.365,0.513,-88.4307992202729,,,-13722.476710880474,1213489.582824742,2272,-0.027267752399214775,-2.3788758389209903,-87.2413613008124,0.0,-0.07844
,Mixed / non conventional,40,42,68,70,1788050.25,0.21,0.0,132.56,-69.127,0.663,-104.26395173453996,,,-17153.095888600008,1788449.5618269271,2273,-0.021056972267321058,-2.17260885792102,-103.17764730557946,0.0,-0.03141
,Mixed / non conventional,40,42,70,72,1478828.0,0.23,0.0,-344.64,-46.452,0.663,-70.06334841628959,,,-21111.502632123484,1479142.5645058823,2274,-0.017971183913877007,-1.2479081267841536,-69.43939435289751,0.0,-0.53366
,Mixed / non conventional,40,42,72,2,-305540.72,0.32,0.0,-3.15,90.862,0.55,165.20363636363635,,,-1848.472580692835,-305374.39204893156,2275,-0.012444371041920246,-2.043142536475841,164.18206509539843,0.0,-0.77136
,Mixed / non conventional,40,42,4,6,3978148.5,0.86,0.0,0.87,-49.76,0.457,-108.88402625820568,,,-36530.43937594186,3977581.320233844,-244,0.02888532088803131,3.10037241205184,-107.33384005217977,0.0,
,Mixed / non conventional,40,42,6,8,3022683.25,0.86,0.0,-0.93,-44.898,0.457,-98.24507658643326,,,-30762.475263951364,3022261.7382951602,-381,-0.010057846310526627,-0.9931282467082809,-98.74164070978739,0.0,
,Mixed / non conventional,40,42,8,10,-7812274.0,0.56,0.0,-61.79,143.878,0.472,304.8262711864407,,,-25635.396053292803,-7814342.189312844,-518,0.01868238445228059,5.642176930181506,302.0051827213499,0.0,
