index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
40.0,-92.12118687,1 72,1 65,1 71,1 55,,,,7.440614179554772,-685.438209262337,0,,,-92.12118687,
41.0,-110.4750057,1 72,1 65,1 71,1 56,,,,7.361053916361021,-813.212473367991,0,,,-110.4750057,
42.0,402.1055673,1 72,1 65,1 71,1 58,,,,7.2559627278342935,2917.6630089834644,0,,,402.1055673,
43.0,265.2559836,1 72,1 65,1 71,1 59,,,,7.113039970391984,1886.7764137324405,0,,,265.2559836,
44.0,142.6119837,1 72,1 65,1 71,1 60,,,,6.911503837897544,985.663272672732,0,,,142.6119837,
45.0,63.49799956,1 72,1 65,1 71,1 61,,,,6.613879270715353,419.9681030217766,0,,,63.49799956,
46.0,-3.685024283,1 72,1 65,1 71,1 62,,,,6.1465943222409,-22.650349335207643,0,,,-3.685024283,
47.0,-41.70623393,1 72,1 65,1 71,1 63,,,,5.347391750791137,-223.01957127384742,0,,,-41.70623393,
48.0,-63.39254095,1 72,1 65,1 71,1 64,,,,3.7915773405394053,-240.35772182523633,0,,,-63.39254095,
49.0,339.7533967,1 72,1 65,1 71,1 67,,,,3.9269908169872414,1334.2084688811233,0,,,339.7533967,
50.0,195.4468502,1 72,1 65,1 71,1 68,,,,5.983986006837701,1169.5512166773044,0,,,195.4468502,
51.0,107.0077302,1 72,1 65,1 71,1 69,,,,7.853981633974483,840.4367476840966,0,,,107.0077302,
52.0,35.46031215,1 72,1 65,1 71,1 70,,,,11.423973285781065,405.0976587070577,0,,,35.46031215,
