Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
,Mixed / non conventional,66,68,44,46,-305485.88,0.03,0.0,-114.49,223.161,6.059,36.83132530120482,,,-8293.804605477077,-305471.8154089569,-2420,0.010457284911603786,0.3831522959848357,36.639749153212406,0.0
,Mixed / non conventional,66,68,46,48,-51246.55,0.11,0.0,274.22,49.915,6.059,8.238158111899653,,,-6220.353454107836,-51244.255266841494,-2499,-0.001465689120212043,-0.01208343399406786,8.244199828896686,0.0
,Mixed / non conventional,66,68,48,50,745364.06,0.03,0.0,-327.65,-998.246,6.059,-164.7542498762172,,,-4523.893421169273,745330.6671246975,-2578,0.053173810235794636,8.533725858749932,-160.4873869468422,0.0
,Mixed / non conventional,66,68,50,52,-442614.13,0.0,0.0,-7.43,846.833,6.059,139.7644825878858,,,-3166.7253948185225,-442595.7363047292,-2647,0.0017524223756113684,0.24471198722176268,139.6421265942749,0.0
,Mixed / non conventional,66,68,52,54,-83235.05,0.05,0.0,-44.27,238.873,6.059,39.424492490509984,,,-2111.150263212339,-83231.02769835302,-2706,-0.0019981235645860442,-0.07885378727238646,39.46391938414618,0.0
,Mixed / non conventional,66,68,54,56,-2391.07,0.04,0.0,477.23,20.596,11.366,1.8120710892134437,,,-1319.46891450771,-2390.9714730952664,-2745,-0.07502128586438601,-0.14124198069537086,1.8826920795611293,0.0
,Mixed / non conventional,66,68,56,58,207948.7,0.05,0.0,-409.47,-3134.657,11.366,-275.79245117015665,,,-753.9822368615518,207942.60924280502,-2784,0.014654426576206208,4.012182111860682,-273.78636011422634,0.0
,Mixed / non conventional,69,71,38,40,-794371.88,0.13,0.0,250.0,155.178,4.552,34.090070298769774,,,-23300.40731351191,-794312.5233075904,-2186,0.002846290659182351,0.09689235675726593,34.04162412039114,0.0
,Mixed / non conventional,69,71,40,42,2059012.0,0.13,0.0,-725.37,-491.597,4.552,-107.99582601054482,,,-19063.969620146378,2058829.1461676403,-2265,0.028052856839032886,2.987684897926087,-106.50198356158177,0.0
,Mixed / non conventional,69,71,42,44,-308962.44,0.13,0.0,455.03,91.47,4.552,20.094463971880494,,,-15374.169048504882,-308935.68604278157,-2344,0.003295311018136127,0.06610858435686495,20.06140967970206,0.0
,Mixed / non conventional,69,71,44,46,-737547.81,0.13,0.0,-115.64,275.319,4.552,60.48308435852373,,,-12193.306486745501,-737488.7848471628,-2423,-0.0006550868080892127,-0.03963465274489408,60.50290168489618,0.0
,Mixed / non conventional,69,71,46,48,-594521.06,0.13,0.0,251.39,285.334,4.552,62.68321616871705,,,-9483.682823024179,-594467.7404711734,-2502,0.0013962609333247054,0.08746106667623366,62.63948563537893,0.0
,Mixed / non conventional,69,71,48,50,1164049.25,0.13,0.0,-319.41,-735.097,4.552,-161.48879613356766,,,-7207.598945498374,1163946.476722104,-2581,0.030625706438326464,4.871117752310994,-159.05323725741215,0.0
,Mixed / non conventional,69,71,50,52,-58625.77,0.12,0.0,5.84,50.089,4.552,11.003734622144114,,,-5327.355742324881,-58620.808826298555,-2640,0.008665608716304597,0.09494269055016424,10.95626327686903,0.0
,Mixed / non conventional,69,71,52,54,-364296.09,0.13,0.0,-41.38,435.749,4.552,95.72693321616873,,,-3805.254101660642,-364265.3052602204,-2699,-0.002525681454370879,-0.24208145022251415,95.84797394127999,0.0
,Mixed / non conventional,69,71,54,56,-282706.38,0.13,0.0,476.6,494.226,4.552,108.57337434094904,,,-2603.594911662535,-282681.0849761266,-2738,0.0003938025129997646,0.04274805051547048,108.55200031569132,0.0
,Mixed / non conventional,69,71,56,58,395789.84,0.13,0.0,-437.85,-1069.33,4.552,-234.91432337434097,,,-1684.6790604875298,395755.2415973485,-2777,0.01552747693238195,3.6195256864797045,-233.10456053110113,0.0
,Mixed / non conventional,47,49,39,41,-264904.44,0.3,0.0,-448.06,223.405,0.318,702.5314465408806,,,-376.99111843077526,-264848.11576423695,-2213,-0.02568512833159518,-18.279364269930284,711.6711286758457,0.0
,Mixed / non conventional,47,49,41,43,41254.34,0.31,0.0,197.63,-86.979,0.318,-273.5188679245283,,,-150.79644737231,41245.67357231495,-2292,-0.07555149283758208,-21.47603192710369,-284.25688388808015,0.0
,Mixed / non conventional,47,49,43,45,8599.9,0.31,0.0,59.35,-72.526,0.318,-228.06918238993708,,,-37.699111843077524,8598.005614877486,-2371,-0.0729582433672273,-17.26950322285154,-236.70393400136285,0.0
,Mixed / non conventional,50,52,39,41,253700.19,0.24,0.0,-536.52,-460.948,1.837,-250.92433315187805,,,-1010.8074362925171,253636.1818966593,-2206,0.03547686090906552,8.746852235847541,-246.55090703395427,0.0
,Mixed / non conventional,50,52,41,43,-86946.22,0.24,0.0,240.84,293.378,1.837,159.70495372890582,,,-544.2809272344314,-86924.36029950081,-2285,-0.0034823744504574243,-0.5571225050657347,159.9835149814387,0.0
,Mixed / non conventional,50,52,43,45,-32634.67,0.23,0.0,91.98,242.258,1.837,131.87697332607513,,,-247.400421470196,-32626.41878308478,-2364,-0.01156509715291354,-1.5340406734607939,132.64399366280554,0.0
,Mixed / non conventional,50,52,45,47,2133.98,0.32,0.0,146.82,-47.524,1.837,-25.8704409363092,,,-82.46680715673212,2133.452663754239,-2443,-0.014487472213598264,-0.37753203666376933,-26.059206954641084,0.0
,Mixed / non conventional,50,52,47,49,3873.12,0.24,0.0,-362.57,-603.781,1.837,-328.6777354382145,,,-11.780972450961722,3872.1433464420898,-2522,0.038104597180917535,12.289980336173699,-322.53274527012763,0.0
,Mixed / non conventional,50,52,49,51,2044.95,0.24,0.0,304.33,398.484,1.837,216.9210669569951,,,9.424777960769378,2044.432891082866,-2601,-0.005014833752945052,-1.0905575707584774,217.46634574237436,0.0
,Mixed / non conventional,67,69,39,41,2291799.5,0.13,0.0,-509.5,-808.178,6.049,-133.60522400396758,,,-17153.095888600008,2291743.2185579394,-2233,0.046071519467478395,6.016794251901459,-130.59682687801686,0.0
,Mixed / non conventional,67,69,41,43,-618893.13,0.13,0.0,225.23,272.807,6.049,45.09952058191437,,,-13722.476710880474,-618877.1208571945,-2312,0.002803940260771191,0.12627932166405031,45.03638092108234,0.0
,Mixed / non conventional,67,69,43,45,-765345.38,0.13,0.0,75.83,429.372,6.049,70.98231112580592,,,-10781.945987120022,-765327.444599388,-2391,0.010963584668622755,0.7739777924725928,70.59532222956963,0.0
,Mixed / non conventional,67,69,45,47,-313266.84,0.12,0.0,162.83,228.472,6.049,37.77020995205819,,,-8293.804605477077,-313258.7412502163,-2460,-0.0008365373128413804,-0.03160941116468763,37.786014657640536,0.0
,Mixed / non conventional,67,69,47,49,1173538.25,0.13,0.0,-348.36,-1141.183,6.049,-188.65647214415606,,,-6220.353454107836,1173509.9381416999,-2539,0.0542568890500407,9.965563053246967,-183.67369061753257,0.0
,Mixed / non conventional,67,69,49,51,-228196.36,0.13,0.0,282.94,305.119,6.049,50.44122995536453,,,-4523.893421169273,-228190.74835076006,-2618,0.005575117201953721,0.28043404248472115,50.30101293412217,0.0
,Mixed / non conventional,67,69,51,53,-400905.09,0.13,0.0,-365.14,765.783,6.049,126.59662754174244,,,-3166.7253948185225,-400896.75533481775,-2677,0.0007005620918490059,0.08865774308469554,126.55229867020009,0.0
,Mixed / non conventional,67,69,53,55,-79745.5,0.13,0.0,521.38,228.486,6.049,37.772524384195734,,,-2111.150263212339,-79743.47479588931,-2726,0.0003561019905053032,0.013448476604978055,37.765800145893245,0.0
,Mixed / non conventional,67,69,55,57,347097.19,0.13,0.0,-452.17,-1591.201,6.049,-263.05190940651346,,,-1319.46891450771,347088.8173637928,-2765,0.01795438179924822,4.68091296523238,-260.71145292389724,0.0
,Mixed / non conventional,67,69,57,59,-6331.12,0.13,0.0,412.21,50.792,6.049,8.396759795007439,,,-753.9822368615518,-6331.007732628854,-2804,0.025291003819863465,0.20971058840381573,8.291904500805531,0.0
,Mixed / non conventional,70,72,39,41,1567000.63,0.27,0.0,-509.36,-148.468,2.208,-67.2409420289855,,,-23300.40731351191,1566741.3374196042,-2226,0.01583850519934053,1.0566283034953017,-66.71262787723785,0.0
,Mixed / non conventional,70,72,41,43,-82738.11,0.36,0.0,226.91,9.581,2.208,4.339221014492753,,,-19063.969620146378,-82722.77759539058,-2305,-0.02555501002403583,-0.11232405773251664,4.395383043359011,0.0
,Mixed / non conventional,70,72,43,45,-273114.81,0.24,0.0,72.92,39.217,2.208,17.761322463768114,,,-15374.169048504882,-273065.5740829782,-2384,-0.001428325222107114,-0.025387075352998778,17.774016001444615,0.0
,Mixed / non conventional,70,72,45,47,-705751.75,0.25,0.0,174.12,127.778,2.208,57.87047101449275,,,-12193.306486745501,-705632.389612032,-2463,-0.003878922376762561,-0.22491127165410774,57.982926650319804,0.0
,Mixed / non conventional,70,72,47,49,839614.56,0.25,0.0,-361.03,-195.445,2.208,-88.5167572463768,,,-9483.682823024179,839464.8502472647,-2542,0.017764246594847346,1.558589915699514,-87.73746228852704,0.0
,Mixed / non conventional,70,72,49,51,-1668.8,5.22,0.0,280.06,0.511,2.208,0.23143115942028983,,,-7207.598945498374,-1668.062980593147,-2621,0.5458416286695865,0.0992400780632037,0.18181112038868796,0.0
,Mixed / non conventional,70,72,51,53,-46782.25,0.36,0.0,-360.76,19.386,2.208,8.779891304347824,,,-5327.355742324881,-46773.60435720567,-2670,-0.0005972615655691083,-0.005245458081214238,8.78251403338843,0.0
,Mixed / non conventional,70,72,53,55,-378997.69,0.28,0.0,522.95,219.875,2.208,99.5810688405797,,,-3805.254101660642,-378931.27065336664,-2719,-0.00801162035772935,-0.8010144301252495,99.98157605564234,0.0
,Mixed / non conventional,70,72,55,57,306212.81,0.11,0.0,-449.96,-263.201,2.238,-117.60545129579984,,,-2603.594911662535,306196.95457752055,-2758,0.014895653831067342,1.7388593675487272,-116.73602161202547,0.0
,Mixed / non conventional,70,72,57,59,10243.91,0.14,0.0,415.11,-13.608,2.238,-6.080428954423593,,,-1684.6790604875298,10243.57133829951,-2797,-0.006817279942497857,-0.04159376452107644,-6.101225836684131,0.0
,Mixed / non conventional,48,50,40,42,-253253.83,0.98,0.0,-675.87,187.907,0.28,671.0964285714285,,,-376.99111843077526,-252997.39318204173,-2253,-0.027108875953469266,-18.442649584884066,680.3177533638706,0.0
,Mixed / non conventional,48,50,42,44,33838.38,0.98,0.0,444.27,-62.768,0.28,-224.17142857142855,,,-150.79644737231,33804.25503094698,-2332,-0.07351809870658345,-17.109589456143027,-232.72622329950008,0.0
,Mixed / non conventional,48,50,44,46,8482.03,0.98,0.0,-148.12,-62.934,0.28,-224.76428571428568,,,-37.699111843077524,8473.413945472288,-2411,-0.07903165086291229,-18.49431050022534,-234.01144096439833,0.0
,Mixed / non conventional,51,53,40,42,219817.41,0.26,0.0,-737.96,-403.681,1.856,-217.50053879310343,,,-1010.8074362925171,219851.16200969805,-2246,0.023731932819379097,5.101177770739241,-214.9499499077338,0.0
,Mixed / non conventional,51,53,42,44,-72851.76,0.27,0.0,472.86,248.463,1.856,133.87015086206895,,,-544.2809272344314,-72862.9698402201,-2325,-0.005610076499515494,-0.7531343580193379,134.24671804107862,0.0
,Mixed / non conventional,51,53,44,46,-32049.39,0.27,0.0,-122.51,240.471,1.856,129.56411637931035,,,-247.400421470196,-32054.216999654906,-2404,-0.010351138089220061,-1.3481133135844345,130.23817303610258,0.0
,Mixed / non conventional,51,53,46,48,2201.14,0.23,0.0,234.73,-49.546,1.856,-26.695043103448274,,,-82.46680715673212,2201.4549716527204,-2483,-0.010100174202654754,-0.27099312457517044,-26.83053966573586,0.0
,Mixed / non conventional,51,53,48,50,3323.52,0.27,0.0,-280.7,-523.675,1.856,-282.1524784482758,,,-11.780972450961722,3324.030575569708,-2562,0.03129638890421213,8.694303543332865,-277.8053266766094,0.0
,Mixed / non conventional,51,53,50,52,1694.0,0.27,0.0,37.32,333.647,1.856,179.7667025862069,,,9.424777960769378,1694.261256614666,-2631,-0.004531722267811353,-0.8165028511971855,180.17495401180548,0.0
,Mixed / non conventional,68,70,40,42,2078953.88,0.1,0.0,-729.52,-154.281,1.273,-121.19481539670072,,,-17153.095888600008,2078866.289700784,-2273,0.029018573229791404,3.4666026935988157,-119.46151404990131,0.0
,Mixed / non conventional,68,70,42,44,-542490.31,0.12,0.0,463.03,50.323,1.273,39.531029065200315,,,-13722.476710880474,-542463.6257043504,-2352,-0.011909137918791238,-0.47360056442931864,39.767829347414974,0.0
,Mixed / non conventional,68,70,44,46,-761557.38,0.08,0.0,-129.47,89.912,1.273,70.63000785545955,,,-10781.945987120022,-761528.9297674277,-2431,-0.0028839986704284255,-0.20399100363913192,70.73200335727913,0.0
,Mixed / non conventional,68,70,46,48,-338213.06,0.12,0.0,241.92,51.909,1.273,40.77690494893952,,,-8293.804605477077,-338195.6820626156,-2500,-0.009399487235632144,-0.385091830448566,40.969450864163804,0.0
,Mixed / non conventional,68,70,48,50,1115323.88,0.1,0.0,-273.6,-228.242,1.273,-179.29457973291437,,,-6220.353454107836,1115275.6583444467,-2579,0.04188504951434952,7.355715104093406,-175.61672218086767,0.0
,Mixed / non conventional,68,70,50,52,-192243.05,0.07,0.0,23.83,54.094,1.273,42.49332285938728,,,-4523.893421169273,-192235.263727204,-2648,-0.009327543992142268,-0.3982155247559973,42.692430621765276,0.0
,Mixed / non conventional,68,70,52,54,-398295.47,0.1,0.0,-78.3,160.106,1.273,125.77062058130402,,,-3166.7253948185225,-398281.0181169006,-2707,-0.011124973240142002,-1.407021325661205,126.47413124413461,0.0
,Mixed / non conventional,68,70,54,56,-106765.38,0.09,0.0,480.47,64.376,1.273,50.57030636292224,,,-2111.150263212339,-106761.51558881189,-2746,-0.011716838547026478,-0.5960158255276156,50.868314275686046,0.0
,Mixed / non conventional,68,70,56,58,334215.34,0.1,0.0,-480.04,-322.432,1.273,-253.28515318146114,,,-1319.46891450771,334201.8861292616,-2785,0.004030392260136542,1.018785468456656,-252.7757604472328,0.0
,Mixed / non conventional,68,70,58,60,-2273.39,0.06,0.0,118.94,35.52,11.781,3.01502419149478,,,-753.9822368615518,-2273.2746840949258,-2824,-0.08113879694639131,-0.25497981331098707,3.1425140981502735,0.0
,Mixed / non conventional,71,1,40,42,-277693.28,0.42,0.0,-698.13,119.285,0.777,153.5199485199485,,,-1807.863323109681,-277543.0842949013,-2266,-0.005032177981909538,-0.7744883864286862,153.90719271316286,0.0
,Mixed / non conventional,71,1,42,44,166531.72,0.42,0.0,450.92,-75.924,0.777,-97.71428571428572,,,-1703.356482797449,166442.26203335074,-2345,-0.02862513280122021,-2.83769916284092,-99.13313529570618,0.0
,Mixed / non conventional,71,1,44,46,165608.45,0.42,0.0,-152.12,-81.804,0.777,-105.28185328185329,,,-1572.1504615593742,165518.91423089197,-2424,-0.033001568402546276,-3.5327595861947003,-107.04823307495064,0.0
,Mixed / non conventional,71,1,46,48,95128.9,0.43,0.0,227.74,-52.014,0.777,-66.94208494208495,,,-1420.2860096085085,95076.90669726765,-2503,-0.03300249885147997,-2.2463232211803614,-68.06524655267512,0.0
,Mixed / non conventional,71,1,48,50,-233623.42,0.42,0.0,-229.34,144.642,0.777,186.15444015444015,,,-1254.324280914556,-233498.0342857699,-2582,-0.004395268132679503,-0.8200007401285347,186.56444052450442,0.0
,Mixed / non conventional,71,1,50,52,108598.68,0.41,0.0,11.75,-78.023,0.777,-100.4157014157014,,,-1080.912759312297,108540.61289552554,-2651,-0.03416146927595152,-3.489958961657095,-102.16068089652995,0.0
,Mixed / non conventional,71,1,52,54,118552.58,0.43,0.0,-104.78,-101.571,0.777,-130.7220077220077,,,-906.4200781483761,118489.05245509485,-2700,-0.036142414818707495,-4.811559722735126,-133.12778758337527,0.0
,Mixed / non conventional,71,1,54,56,65729.41,0.4,0.0,466.11,-69.291,0.777,-89.17760617760617,,,-736.6638357191274,65693.9174270451,-2739,-0.0348046674715555,-3.1587668437289977,-90.75698959947067,0.0
,Mixed / non conventional,71,1,56,58,-145649.13,0.42,0.0,-425.2,196.118,0.777,252.40411840411838,,,-576.7369756623962,-145570.7878931246,-2778,-0.01905246231305414,-4.855171438986474,254.83170412361162,0.0
,Mixed / non conventional,71,1,58,60,49031.84,0.42,0.0,113.38,-88.362,0.777,-113.72200772200772,,,-430.9241818155203,49005.56313202446,-2817,-0.0329371934693498,-3.808402820313603,-115.62620913216452,0.0
,Mixed / non conventional,49,51,41,43,-116981.02,0.27,0.0,329.14,2668.913,8.601,310.30263922799674,,,-376.99111843077526,-116981.33901458385,-2293,-0.0010084667872560162,-0.31308777497059737,310.459183115482,0.0
,Mixed / non conventional,49,51,43,45,427.93,0.56,0.0,58.42,-24.408,8.601,-2.8378095570282524,,,-150.79644737231,427.93159951904926,-2372,0.11916806596920124,0.31915946821830543,-2.6782298229191,0.0
,Mixed / non conventional,49,51,45,47,630.5,0.27,0.0,197.87,-143.848,8.601,-16.724566910824322,,,-37.699111843077524,630.5013184981997,-2451,0.0010679756740992288,0.017851897924245463,-16.7156409618622,0.0
,Mixed / non conventional,52,54,41,43,23791.75,0.28,0.0,235.42,-48.836,2.075,-23.535421686746986,,,-1010.8074362925171,23789.77925724403,-2286,-0.003976373350983922,-0.09377205995949467,-23.58230771672673,0.0
,Mixed / non conventional,52,54,43,45,-71640.58,0.24,0.0,75.65,273.097,2.075,131.61301204819276,,,-544.2809272344314,-71634.45223370675,-2365,-0.003918770173624476,-0.5167737047657113,131.87139890057563,0.0
,Mixed / non conventional,52,54,45,47,-31752.5,0.24,0.0,222.59,266.292,2.075,128.3334939759036,,,-247.400421470196,-31749.76049838141,-2444,-0.0034014134357538456,-0.4372589198493131,128.55212343582826,0.0
,Mixed / non conventional,52,54,47,49,20357.5,0.2,0.0,-701.37,-512.184,2.075,-246.8356626506024,,,-82.46680715673212,20355.74899121141,-2523,0.040125078675118726,9.709503095871412,-241.98091110266668,0.0
,Mixed / non conventional,52,54,49,51,689.09,0.87,0.0,761.64,-121.36,2.075,-58.486746987951804,,,-11.780972450961722,689.0307550114286,-2602,-0.004190413964768181,-0.24559826052248468,-58.609546118213046,0.0
,Mixed / non conventional,52,54,51,53,1716.74,0.33,0.0,-427.7,377.932,2.075,182.13590361445782,,,9.424777960769378,1716.5904502503577,-2661,-0.00354785897677409,-0.6473408376323277,182.45957403327398,0.0
,Mixed / non conventional,69,71,41,43,-183744.88,0.1,0.0,238.17,132.747,12.392,10.712314396384766,,,-17153.095888600008,-183749.3560300182,-2313,0.00031964488217460204,0.0034235893066494327,10.710602601731441,0.0
,Mixed / non conventional,69,71,43,45,-522075.81,0.11,0.0,53.19,471.468,12.392,38.046158812136866,,,-13722.476710880474,-522087.52823800803,-2392,0.011735500018474121,0.4438860848641397,37.82421576970479,0.0
,Mixed / non conventional,69,71,45,47,-777824.69,0.1,0.0,201.51,893.998,12.392,72.14315687540349,,,-10781.945987120022,-777843.6207709268,-2471,0.002593582429427001,0.18686689672544787,72.04972342704076,0.0
,Mixed / non conventional,69,71,47,49,1124430.13,0.1,0.0,-609.56,-1680.08,12.392,-135.57779212395093,,,-8293.804605477077,1124455.7167180378,-2540,0.0534978041564617,7.064155760314577,-132.04571424379364,0.0
,Mixed / non conventional,69,71,49,51,-22692.83,0.29,0.0,672.65,45.209,12.392,3.648240800516463,,,-6220.353454107836,-22693.347264909717,-2619,-0.02377080185327852,-0.08776472816356451,3.692123164598245,0.0
,Mixed / non conventional,69,71,51,53,-182640.84,0.1,0.0,-412.37,500.308,12.392,40.37346675274371,,,-4523.893421169273,-182645.26063253364,-2678,0.008900541557366505,0.35775361817481866,40.1945899436563,0.0
,Mixed / non conventional,69,71,53,55,-414101.19,0.09,0.0,387.79,1620.501,12.392,130.76993221433182,,,-3166.7253948185225,-414112.46522182133,-2727,0.006157239644081374,0.8027105702111044,130.36857692922626,0.0
,Mixed / non conventional,69,71,55,57,404285.06,0.11,0.0,-435.14,-2373.119,12.392,-191.50411555842481,,,-2111.150263212339,404293.9639674147,-2766,0.017530323374556612,3.3279589747949387,-189.84013607102736,0.0
,Mixed / non conventional,69,71,57,59,14519.4,0.09,0.0,424.99,-136.364,12.392,-11.004196255648807,,,-1319.46891450771,14519.694888470738,-2805,-0.006385756586386095,-0.07049520131544895,-11.039443856306532,0.0
,Mixed / non conventional,69,71,59,61,-1538.27,0.07,0.0,-633.26,25.324,12.413,2.0401192298396844,,,-753.9822368615518,-1538.2136603787915,-2844,0.3754327954764143,0.6448742031536097,1.7176821282628796,0.0
,Mixed / non conventional,72,2,41,43,111405.6,0.06,0.0,240.98,-52.613,0.854,-61.60772833723654,,,-1807.863323109681,111378.3524809949,-2306,-0.02038858977661972,-1.2690315823099922,-62.24224412839153,0.0
,Mixed / non conventional,72,2,43,45,179470.39,0.05,0.0,53.71,-89.958,0.854,-105.33723653395785,,,-1703.356482797449,179426.8647300854,-2385,-0.027724192071795155,-2.96144156536333,-106.81795731663951,0.0
,Mixed / non conventional,72,2,45,47,177791.77,0.05,0.0,212.23,-96.554,0.854,-113.06088992974239,,,-1572.1504615593742,177748.7302873581,-2464,-0.026216712983917055,-3.0034552632931906,-114.56261756138898,0.0
,Mixed / non conventional,72,2,47,49,-285370.28,0.04,0.0,-591.72,171.547,0.854,200.87470725995317,,,-1420.2860096085085,-285299.5364055162,-2543,-0.003952906700061814,-0.7956114651464361,201.2725129925264,0.0
,Mixed / non conventional,72,2,49,51,75704.5,0.09,0.0,608.01,-51.53,0.854,-60.33957845433255,,,-1254.324280914556,75685.39835541812,-2622,-0.02007632299953951,-1.223680367861931,-60.95141863826352,0.0
,Mixed / non conventional,72,2,51,53,129261.4,0.04,0.0,-384.25,-102.101,0.854,-119.55620608899298,,,-1080.912759312297,129229.82861656306,-2681,-0.027225259922629485,-3.2998686773621557,-121.20614042767406,0.0
,Mixed / non conventional,72,2,53,55,132777.61,0.05,0.0,405.28,-125.068,0.854,-146.4496487119438,,,-906.4200781483761,132744.90203028233,-2720,-0.030541038465235912,-4.542084340814341,-148.720690882351,0.0
,Mixed / non conventional,72,2,55,57,-192036.06,0.05,0.0,-453.05,222.569,0.854,260.61943793911007,,,-736.6638357191274,-191988.9148151879,-2759,-0.006843812291449203,-1.7897548860020152,261.5143153821111,0.0
,Mixed / non conventional,72,2,57,59,36012.04,0.06,0.0,425.51,-53.311,0.854,-62.42505854800937,,,-576.7369756623962,36002.83947252693,-2798,-0.03078247991154455,-1.9516362119759876,-63.40087665399736,0.0
,Mixed / non conventional,72,2,59,61,57156.5,0.05,0.0,-628.45,-113.244,0.854,-132.60421545667447,,,-430.9241818155203,57142.36305095641,-2837,-0.03109105829092747,-4.187908648337441,-134.6981697808432,0.0
,Mixed / non conventional,50,52,42,44,-97768.04,0.05,0.0,457.36,3092.976,11.926,259.3473084018112,,,-376.99111843077526,-97771.63185641,-2333,0.0044545829931639195,1.1527166732851697,258.77095006516856,0.0
,Mixed / non conventional,50,52,44,46,643.76,0.14,0.0,-159.31,-50.915,11.926,-4.26924366929398,,,-150.79644737231,643.7867782962574,-2412,-0.11884473182353827,-0.5394314095703736,-4.538959374079166,0.0
,Mixed / non conventional,50,52,46,48,653.0,0.0,0.0,229.38,-206.582,11.926,-17.32198557772933,,,-37.699111843077524,653.0234716389938,-2491,0.0015946881371993198,0.02760115729448742,-17.308184999082087,0.0
,Mixed / non conventional,53,55,42,44,24166.83,0.03,0.0,459.73,-50.944,2.131,-23.906147348662603,,,-1010.8074362925171,24164.511513132802,-2326,-0.011104213301035075,-0.2669410445140663,-24.039617870919635,0.0
,Mixed / non conventional,53,55,44,46,-75330.16,0.1,0.0,-163.12,294.907,2.131,138.38901923979353,,,-544.2809272344314,-75322.50371089838,-2405,-0.009909528944072842,-1.3781986413622178,139.07811856047465,0.0
,Mixed / non conventional,53,55,46,48,-38443.44,0.1,0.0,227.48,331.102,2.131,155.37400281557956,,,-247.400421470196,-38439.5937820858,-2484,0.001553660860138727,0.2412111267143473,155.25339725222238,0.0
,Mixed / non conventional,53,55,48,50,23001.41,0.18,0.0,-701.8,-594.313,2.131,-278.8892538714219,,,-82.46680715673212,22999.106317099453,-2563,0.033087113461884456,9.07746679917858,-274.3505204718326,0.0
,Mixed / non conventional,53,55,50,52,721.89,0.62,0.0,912.11,-130.565,2.131,-61.269357109338344,,,-11.780972450961722,721.8126081932508,-2632,-0.002614089742904517,-0.16037321295939222,-61.349543715818044,0.0
,Mixed / non conventional,53,55,52,54,1590.26,0.05,0.0,-427.04,359.531,2.131,168.71468793993432,,,9.424777960769378,1590.098472554376,-2691,-0.012874316796722017,-2.1861589925176474,169.80776743619316,0.0
,Mixed / non conventional,70,72,42,44,-141902.17,0.19,0.0,458.08,19.01,2.298,8.272410791993037,,,-17153.095888600008,-141897.4555449461,-2353,-0.0031821091199317336,-0.026365663033418585,8.285593623509747,0.0
,Mixed / non conventional,70,72,44,46,-494996.63,0.21,0.0,-162.62,82.891,2.298,36.07093124456049,,,-13722.476710880474,-494982.51394325215,-2432,-0.0011010058917567684,-0.03973618270705259,36.090799335914014,0.0
,Mixed / non conventional,70,72,46,48,-747536.06,0.15,0.0,231.36,159.321,2.298,69.33028720626632,,,-10781.945987120022,-747515.4119294817,-2511,-0.007777158249047765,-0.5412974931872299,69.60093595285994,0.0
,Mixed / non conventional,70,72,48,50,1029065.75,0.22,0.0,-655.84,-285.119,2.298,-124.07267188859879,,,-8293.804605477077,1029034.4975235069,-2580,0.044547779252692175,5.406733023969977,-121.3693053766138,0.0
,Mixed / non conventional,70,72,50,52,-5659.59,6.35,0.0,784.29,2.091,2.298,0.9099216710182768,,,-6220.353454107836,-5660.034409286112,-2649,0.12014562088280469,0.1031279201224764,0.8583577109570386,0.0
,Mixed / non conventional,70,72,52,54,-174910.86,0.13,0.0,-351.32,88.847,2.298,38.6627502175805,,,-4523.893421169273,-174906.16135362332,-2708,-0.006899581943289157,-0.2676802542033556,38.79659034468218,0.0
,Mixed / non conventional,70,72,54,56,-449755.19,0.22,0.0,387.15,326.366,2.298,142.02175805047867,,,-3166.7253948185225,-449743.9078352227,-2747,-0.007715871779004208,-1.1000656577280097,142.57179087934267,0.0
,Mixed / non conventional,70,72,56,58,405511.16,0.22,0.0,-447.53,-441.388,2.298,-192.07484769364663,,,-2111.150263212339,405498.86526491196,-2786,0.007637520020993268,1.4613947788484438,-191.3441503042224,0.0
,Mixed / non conventional,70,72,58,60,17030.04,0.3,0.0,126.43,-29.659,2.298,-12.906440382941687,,,-1319.46891450771,17029.64688223854,-2825,-0.0074569813362137475,-0.09660326944117159,-12.954742017662273,0.0
,Mixed / non conventional,70,72,60,62,-7269.69,0.18,0.0,-53.17,21.633,2.244,9.6403743315508,,,-753.9822368615518,-7268.67100268536,-2864,0.011880962257828056,0.1138605372118544,9.583444062944874,0.0
,Mixed / non conventional,51,53,43,45,-89068.16,0.11,0.0,45.06,2238.177,9.473,236.26908054470601,,,-376.99111843077526,-89071.34492515965,-2373,-0.0016953629964325785,-0.40090169330466097,236.46953139135834,0.0
,Mixed / non conventional,51,53,45,47,-389.24,0.13,0.0,219.71,24.453,9.473,2.581336429853267,,,-150.79644737231,-389.2563630945948,-2452,0.05068543971882219,0.12760238062378493,2.517535239541375,0.0
,Mixed / non conventional,51,53,47,49,9638.25,0.11,0.0,-566.88,-2421.976,9.473,-255.67148738520004,,,-37.699111843077524,9638.587998020641,-2531,0.055580148833092716,13.826032839745466,-248.75847096532732,0.0
,Mixed / non conventional,54,56,43,45,28926.12,0.21,0.0,46.97,-103.315,3.61,-28.6191135734072,,,-1010.8074362925171,28928.41282010011,-2366,-0.011790310986740138,-0.3394292373283534,-28.788828192071378,0.0
