Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resist0,recipMean0,resInvError
,Mixed / non conventional,1,3,9,11,-133019.06,0.13,0.0,28.25,1035.242,2.934,352.8432174505794,,,-376.99111843077526,-133018.75917740716,13,0.034876362451117214,12.524288757295722,359.10536182922726,0.0,450.10974106041925,449.9325902865195,1.31271
,Mixed / non conventional,1,3,11,13,-12330.44,0.14,0.0,70.78,47.982,2.934,16.353783231083842,,,-753.9822368615518,-12330.462061721531,14,-0.04946424421959126,-0.7894038941524606,15.959081284007612,0.0,23.635018495684342,23.435664260479072,2.35429
,Mixed / non conventional,1,3,13,15,22609.28,0.13,0.0,23.17,-50.274,2.934,-17.134969325153374,,,-1319.46891450771,22609.05937558303,15,0.013636405466098409,0.23526346335578907,-17.252601056831267,0.0,-20.452938758734074,-20.525018152556743,0.08821
,Mixed / non conventional,1,3,15,17,463832.41,0.13,0.0,-169.26,-644.614,2.934,-219.70483980913428,,,-2111.150263212339,463829.9303920786,16,0.005177468523459481,1.1404672592318548,-220.2750734387502,0.0,-283.1405672009864,-281.87256103320544,1.62322
,Mixed / non conventional,1,3,17,19,-503931.63,0.13,0.0,2.01,466.897,2.934,159.1332651670075,,,-3166.7253948185225,-503931.3519647524,17,0.015225986385387833,2.4415484203993003,160.35403937720713,0.0,209.49609535552818,209.94684571666966,1.77839
,Mixed / non conventional,1,3,19,21,-238872.36,0.13,0.0,49.09,154.922,2.934,52.80231765507839,,,-4523.893421169273,-238872.0574622993,18,0.013137382974735379,0.6982709957339495,53.151453152945365,0.0,67.00246609124538,67.24914507234874,1.14011
,Mixed / non conventional,1,3,23,25,1231216.38,0.03,0.0,-256.64,-1599.74,10.776,-148.4539717891611,,,-8293.804605477077,1231248.2349263083,20,-0.007202446134210034,-1.0653950101348926,-147.92127428409367,0.0,-195.63402193318032,-193.47639262970318,1.61285
,Mixed / non conventional,1,3,22,24,38691.18,0.06,0.0,-65.75,-56.94,10.607,-5.368153106439144,,,-7207.598945498374,38691.494669244596,21,-0.010400397085375318,-0.05554209400575161,-5.340382059436268,0.0,-7.20065695515567,-7.109783211420601,0.95958
,Mixed / non conventional,1,3,24,26,956438.13,0.08,0.0,-66.55,-1069.735,10.607,-100.85179598378429,,,-9483.682823024179,956446.445242554,22,0.002216381595062092,0.22377404878901075,-100.96368300817879,0.0,-129.6035418451871,-128.9699843796701,1.04942
,Mixed / non conventional,1,3,26,28,-831800.25,0.1,0.0,166.18,723.598,10.607,68.21891203921939,,,-12193.306486745501,-831814.1026865345,23,0.011377513578696968,0.7806022544247924,68.60921316643179,0.0,92.00199942873465,91.98388539263746,1.25159
,Mixed / non conventional,1,3,28,30,-366924.53,0.07,0.0,-67.97,253.152,10.607,23.866503252569057,,,-15374.169048504882,-366927.6556016883,24,0.008493518629919459,0.20357512456326177,23.96829081485069,0.0,28.063410454155957,28.04720255026761,0.18871
,Mixed / non conventional,1,3,30,32,-16258.7,0.0,0.0,39.45,9.046,10.607,0.8528330347883473,,,-19063.969620146378,-16258.383066262291,25,-0.036944818337741096,-0.030936293667878534,0.837364887954408,0.0,0.3305183837858906,0.3280411780745819,-2.35656
,Mixed / non conventional,1,3,32,34,1811447.25,0.05,0.0,-95.72,-497.769,6.403,-77.73996564110574,,,-23300.40731351191,1811372.8639761847,26,-0.031021667873711876,-2.37478844542008,-76.5525714183957,0.0,-97.35078602052748,-95.30769228033674,0.93338
,Mixed / non conventional,1,3,34,36,-1182278.63,0.05,0.0,101.72,269.18,6.403,42.03966890520069,,,-28121.181240446072,-1182205.1485714938,27,0.012554449945553936,0.5311188716425903,42.30522834102199,0.0,54.27404818833916,54.24152236406577,0.63017
,Mixed / non conventional,1,3,36,38,-701853.81,0.0,0.0,-8.77,133.887,6.403,20.910042167733877,,,-33563.99051278921,-701824.4569398422,28,0.008276624198529748,0.17378373231985833,20.996934033893808,0.0,25.36784991723377,25.346994867431473,0.6575
,Mixed / non conventional,1,3,38,40,-310267.34,0.04,0.0,30.32,50.081,6.403,7.821489926596909,,,-39666.53424238932,-310251.3979998595,29,0.009214140926469747,0.07240187095980932,7.857690862076813,0.0,9.305683281221262,9.309748974322968,-0.14348
,Mixed / non conventional,1,3,40,42,2813547.0,0.04,0.0,-112.28,-387.679,6.403,-60.546462595658284,,,-46466.51154108182,2813382.902972834,30,-0.014713796032195569,-0.8843621390372789,-60.104281526139644,0.0,-75.44252345043222,-74.31556294638301,0.64327
,Mixed / non conventional,1,3,25,27,-930798.44,0.07,0.0,204.46,495.896,5.744,86.33286908077994,,,-10781.945987120022,-930836.3313420735,31,0.011661743375873657,1.0126966684555185,86.83921741500771,0.0,119.93924006303624,119.70061164759213,1.81601
,Mixed / non conventional,1,3,27,29,-614709.19,0.07,0.0,-57.69,257.318,5.744,44.79770194986072,,,-13722.476710880474,-614735.4217079285,32,0.004935510271727108,0.22164648738088744,44.90852519355117,0.0,56.53528278760287,56.327681042626125,1.17162
,Mixed / non conventional,1,3,29,31,-149905.3,0.0,0.0,103.18,50.2,5.744,8.739554317548748,,,-17153.095888600008,-149910.41323254188,33,0.01076629041682692,0.09460183531283484,8.786855235205167,0.0,8.861845561197688,8.856892122348167,-1.08581
,Mixed / non conventional,1,3,31,33,2228596.75,0.07,0.0,-192.52,-606.376,5.744,-105.56685236768803,,,-21111.502632123484,2228674.881625437,34,-0.015940429984851952,-1.669474944654965,-104.73211489536055,0.0,-134.48853090527052,-131.9870240733249,1.30652
,Mixed / non conventional,1,3,33,35,-1285063.25,0.05,0.0,180.96,287.954,5.744,50.13126740947076,,,-25635.396053292803,-1285134.8946953127,35,0.004747498872452908,0.23856442767679908,50.250549623309155,0.0,66.30117317457538,65.72793000889341,1.47004
,Mixed / non conventional,1,3,35,37,-989492.75,0.06,0.0,-118.95,184.767,5.744,32.16695682451253,,,-30762.475263951364,-989535.2136306583,36,0.007692294539112798,0.24839306262065008,32.29115335582286,0.0,40.40185606723866,40.18188559618734,1.09746
,Mixed / non conventional,1,3,37,39,-481238.31,0.07,0.0,124.64,75.672,5.744,13.174094707520892,,,-36530.43937594186,-481255.46804600843,37,0.005689292779703663,0.0751651000290714,13.211677257535428,0.0,15.551567151111888,15.501671388308162,-0.112
,Mixed / non conventional,1,3,39,41,3064315.0,0.08,0.0,-172.38,-409.572,5.744,-71.30431754874652,,,-42976.98750110756,3064444.7640674836,38,-0.01893343915598691,-1.3373753999861862,-70.63562984875344,0.0,-89.64979863421468,-87.4703538625619,1.05873
,Mixed / non conventional,1,3,41,43,-1371240.13,0.06,0.0,143.9,157.095,5.744,27.34940807799443,,,-50139.81875129532,-1371294.3639858528,39,0.007233114599890259,0.19853943209978553,27.448677794044322,0.0,35.32236035720539,35.140679531213834,1.21874
,Mixed / non conventional,1,3,43,45,-1304205.5,0.07,0.0,-25.8,129.041,5.744,22.465355153203344,,,-58056.632238336875,-1304262.8622331526,40,0.009139283437389182,0.20625978156948577,22.568485043988087,0.0,28.294169147259673,28.13085080739607,0.57766
,Mixed / non conventional,1,3,42,44,-1445878.25,0.03,0.0,87.98,185.366,6.923,26.77538639318215,,,-54001.6215207197,-1445914.2820756505,41,0.011164049193363763,0.30059968570416373,26.92568623603423,0.0,34.24074074074074,34.12207169362179,0.35995
,Mixed / non conventional,1,3,44,46,-1065870.38,0.0,0.0,-58.0,118.426,6.923,17.106167846309404,,,-62309.563293135114,-1065877.8481226086,42,0.009511180099476544,0.16347727409617363,17.18790648335749,0.0,21.22010582010582,21.186570540005654,0.52923
,Mixed / non conventional,1,3,46,48,-566072.5,0.02,0.0,-9.14,54.865,6.923,7.925032500361115,,,-71428.03597018299,-566069.506500663,43,0.010745113975284664,0.08561535082554261,7.967840175773887,0.0,9.586067019400353,9.585360040312422,0.35307
,Mixed / non conventional,1,3,48,50,3638786.0,0.04,0.0,-73.31,-309.504,6.923,-44.70663007366749,,,-81394.73866369428,3638884.4713806207,44,-0.005905782469940727,-0.26325028272672313,-44.575004932304125,0.0,-56.399647266313934,-55.519844932411495,0.74182
,Mixed / non conventional,1,3,50,52,-1616168.0,0.0,0.0,98.32,121.293,6.923,17.520294669940778,,,-92247.37048551715,-1616201.1134334584,45,0.01417895414002434,0.2501931935535744,17.645391266717567,0.0,22.8657848324515,22.861132440970568,0.62993
,Mixed / non conventional,1,3,52,54,-1368874.75,0.04,0.0,-7.87,91.1,6.923,13.159035100390003,,,-104023.63054750494,-1368850.6056446193,46,0.011297151982259097,0.14950410476574305,13.233787152772875,0.0,16.626278659611994,16.59289924977932,0.82107
,Mixed / non conventional,1,3,54,56,-848216.56,0.04,0.0,35.15,50.292,6.923,7.264480716452405,,,-116761.21796148103,-848209.6163106752,47,0.01570287915201452,0.11497598982942936,7.32196871136712,0.0,8.932804232804234,8.94833604620253,0.50959
,Mixed / non conventional,1,3,56,58,4346437.0,0.03,0.0,-112.55,-230.591,6.923,-33.307958977321974,,,-130497.83183930282,4346616.429532959,48,-0.00044952991491063797,-0.01496955933255606,-33.300474197655696,0.0,-42.613227513227514,-42.249223170321436,0.86503
,Mixed / non conventional,1,3,58,60,-1776082.0,0.0,0.0,142.55,84.64,6.923,12.225913621262459,,,-145271.17129280564,-1776072.7918854642,49,0.009620266109562936,0.11818502817970256,12.28500613535231,0.0,16.249911816578482,16.232913333529993,0.94667
,Mixed / non conventional,1,3,60,62,-1678765.13,0.05,0.0,114.73,72.133,6.923,10.419326881409793,,,-161118.93543384274,-1678750.8550699665,50,0.008061465176057204,0.08433497253454725,10.461494367677066,0.0,13.316049382716049,13.269978897960794,0.67837
,Mixed / non conventional,1,3,45,47,-794850.31,0.11,0.0,72.08,68.771,5.777,11.904275575558248,,,-66765.12707409254,-794790.4715271626,51,0.013323828937003637,0.1596742677019396,11.984112709409217,0.0,14.585223590408297,14.562068085182826,0.18427
,Mixed / non conventional,1,3,47,49,3678007.0,0.1,0.0,-217.34,-278.448,5.777,-48.199411459234895,,,-76303.00237038826,3677759.8068253193,52,-0.010295369397204759,-0.4936893883902087,-47.95256676503979,0.0,-61.370706416072586,-60.64689166957476,1.0267
,Mixed / non conventional,1,3,49,51,-1373963.0,0.12,0.0,134.02,91.533,5.777,15.844382897697766,,,-86707.95723907575,-1373834.0747731212,53,0.005612625307818662,0.08917884816846389,15.888972321782,0.0,20.843378699503134,20.7079219256538,1.22415
,Mixed / non conventional,1,3,51,53,-1564859.25,0.1,0.0,-78.35,92.227,5.777,15.96451445386879,,,-98017.69079200295,-1564804.841383773,54,0.011703850944196651,0.18794614439431712,16.05848752606595,0.0,20.456038021170883,20.39784173419543,1.05465
,Mixed / non conventional,1,3,53,55,-1185041.25,0.11,0.0,157.55,62.077,5.777,10.74554266920547,,,-110269.90214100706,-1184909.938585303,55,0.010152463078472585,0.10965033569962657,10.800367837055283,0.0,13.437243465111257,13.37939176377311,0.40894
,Mixed / non conventional,1,3,55,57,4294436.5,0.11,0.0,-213.08,-200.869,5.777,-34.770469101609834,,,-123502.29039791677,4294232.5722588105,56,0.001758565016622967,0.06119994261270989,-34.80106907291619,0.0,-44.83776193562325,-44.409539330800946,0.9298
,Mixed / non conventional,1,3,57,59,-1309465.75,0.08,0.0,376.6,54.91,5.777,9.504933356413362,,,-137752.55467460307,-1309328.8518577903,57,0.013264714975213282,0.12692202406788944,9.568394368447308,0.0,12.673363577446533,12.736265055272394,1.16802
,Mixed / non conventional,1,3,59,61,-1781548.38,0.12,0.0,-194.77,67.24,5.777,11.63925913103687,,,-153058.3940828975,-1781486.3109112042,58,0.008303189181960397,0.09704586559353423,11.687782063833637,0.0,15.224454525815514,15.173942744079305,1.08683
,Mixed / non conventional,1,3,61,63,-1475109.88,0.13,0.0,54.17,50.281,5.777,8.703652414748138,,,-169457.50773463448,-1474899.2463917527,59,0.015068913924081698,0.13215026958165055,8.769727549538963,0.0,10.976236768200476,10.975732657176026,0.2868
,Mixed / non conventional,1,3,63,65,4910398.0,0.11,0.0,49.57,-151.704,5.777,-26.2599965379955,,,-186987.59474166078,4910293.590564118,60,0.00898604395826906,0.23703850243576596,-26.378515789213385,0.0,-33.67357960682653,-33.52424743053191,0.68981
,Mixed / non conventional,1,3,62,64,-1040779.13,0.14,0.0,-48.87,60.692,10.384,5.844761171032357,,,-178078.8233742606,-1040828.1922410077,61,0.00866547444728047,0.0508680263693817,5.870195184217048,0.0,7.272368939692551,7.27140420191088,0.26916
,Mixed / non conventional,1,3,64,66,5046461.0,0.14,0.0,-146.43,-267.078,10.384,-25.72014637904468,,,-196188.53422584434,5045997.818178934,62,9.902844566499093e-05,0.0025471522384563627,-25.72141995516391,0.0,-32.900932860333725,-32.687170304099894,0.61794
,Mixed / non conventional,1,3,66,68,-1934800.13,0.13,0.0,100.25,93.234,10.384,8.97862095531587,,,-215485.76710056214,-1934765.0240614223,63,0.012667962856450082,0.11446586140438697,9.035853886018064,0.0,11.682170542635658,11.65262452116411,0.64987
,Mixed / non conventional,1,3,68,70,-2005412.13,0.13,0.0,-54.7,88.235,10.384,8.497207241910631,,,-236008.22111010205,-2005410.7655672047,64,0.014894659122841115,0.1275126339728363,8.56096355889705,0.0,10.84850873735383,10.836992257950271,0.2615
,Mixed / non conventional,1,3,70,72,-1233372.25,0.15,0.0,51.38,49.677,10.384,4.783994607087827,,,-257793.595366438,-1233283.169974821,65,0.0022936655658578877,0.010985482208660358,4.789487348192157,0.0,5.955853370122192,5.938030761383732,0.01493
,Mixed / non conventional,1,3,65,67,-1466072.63,0.13,0.0,-95.76,50.893,7.14,7.127871148459384,,,-205686.35421583112,-1466105.8298468199,67,0.01307936613307758,0.09384173168372723,7.174792014301248,0.0,9.183281412253375,9.16740468303135,0.87163
,Mixed / non conventional,1,3,67,69,-2081230.25,0.14,0.0,-40.42,65.871,7.14,9.22563025210084,,,-225591.48526898434,-2081223.6311139031,68,0.011705836801315683,0.10862952184765007,9.279945013024665,0.0,11.866908965039805,11.848320616855272,0.35765
,Mixed / non conventional,1,3,69,71,-1732316.5,0.15,0.0,-19.29,50.13,7.14,7.021008403361345,,,-246740.68701293864,-1732368.4369689936,69,0.014717519473797047,0.10409785903593427,7.073057332879312,0.0,8.75147109726549,8.732050427525479,-0.02478
,Mixed / non conventional,2,4,3,5,2878.35,0.23,0.0,-429.11,1625.158,5.321,305.4234166510054,,,9.424777960769378,2878.547885955279,70,-0.0017682323308406166,-0.5395825063017128,305.15362539785457,0.0,424.1459984152139,421.0952899565056,1.88549
,Mixed / non conventional,2,4,5,7,1598.05,0.15,0.0,-6.73,-721.823,5.321,-135.6555158804736,,,-11.780972450961722,1598.1538954088596,71,0.023424239899919125,3.2152851531181454,-137.26315845703266,0.0,-188.97404912836768,-188.11007567924207,1.3474
,Mixed / non conventional,2,4,7,9,31272.73,0.18,0.0,-125.92,-2017.946,5.321,-379.2418718286036,,,-82.46680715673212,31274.866309847574,72,0.003645747971014525,1.385145229948705,-379.93444444357795,0.0,-467.99722662440564,-466.92645938382225,1.31308
,Mixed / non conventional,2,4,9,11,-54182.16,0.19,0.0,42.4,1165.409,5.321,219.0206728058636,,,-247.400421470196,-54185.80676285655,73,0.010322984856820374,2.272677496395403,220.15701155406128,0.0,277.5901347068146,277.70457502731597,1.21719
,Mixed / non conventional,2,4,11,13,-88122.28,0.17,0.0,74.96,861.56,5.321,161.91693290734824,,,-544.2809272344314,-88128.29837776671,74,0.0022899252475531645,0.3712026858720776,162.1025342502843,0.0,190.72820919175913,190.1566619988883,1.35084
,Mixed / non conventional,2,4,13,15,18736.45,0.2,0.0,23.95,-98.637,5.321,-18.53730501785379,,,-1010.8074362925171,18737.6457608692,75,0.02973137544957646,0.5594562776280192,-18.817033156667797,0.0,-19.24702852614897,-19.183855668394056,-1.434
,Mixed / non conventional,2,4,15,17,443543.91,0.18,0.0,-181.0,-1401.013,5.321,-263.2988160120278,,,-1684.6790604875298,443574.001986622,76,0.007697289405591451,2.034517321305543,-264.3160746726806,0.0,-325.66164817749603,-324.4265883613079,1.36851
,Mixed / non conventional,2,4,17,19,-322763.44,0.18,0.0,4.96,659.679,5.321,123.97650817515505,,,-2603.594911662535,-322784.60585052235,77,0.010018923312206567,1.2483647633367951,124.60069055682345,0.0,157.3801505546751,157.25725315123978,1.52933
,Mixed / non conventional,2,4,19,21,-418239.47,0.18,0.0,55.03,584.878,5.321,109.91881225333586,,,-3805.254101660642,-418269.0111766723,78,0.01729278149065853,1.917380422348728,110.87750246451023,0.0,135.38648969889067,135.5934338407045,1.28681
,Mixed / non conventional,2,4,21,23,-49022.05,0.18,0.0,147.09,48.967,5.321,9.202593497462884,,,-5327.355742324881,-49025.4893129905,79,-0.015941612826410746,-0.14554407885823117,9.129821458033767,0.0,9.74742472266244,9.590801330658712,1.3344
,Mixed / non conventional,2,4,6,8,2213.68,0.18,0.0,-5.35,-162.796,2.772,-58.72871572871573,,,-37.699111843077524,2214.0204226571605,80,0.004701135041917241,0.27674212452865987,-58.86708679098005,0.0,-68.67718665464382,-68.65548752527413,-0.35289
,Mixed / non conventional,2,4,10,12,-114013.35,0.18,0.0,115.11,838.462,2.772,302.47546897546897,,,-376.99111843077526,-114030.56534693531,82,0.030740401233853302,9.44336367386984,307.1971508124039,0.0,363.6943192064923,364.2521715364204,1.21979
,Mixed / non conventional,2,4,12,14,-12873.46,0.18,0.0,-73.67,47.336,2.772,17.076479076479078,,,-753.9822368615518,-12875.36189180318,83,0.02274729935771284,0.3929126321609857,17.27293539255957,0.0,24.568079350766457,24.72470440882066,1.37655
,Mixed / non conventional,2,4,14,16,25192.04,0.21,0.0,-22.7,-52.933,2.772,-19.095598845598847,,,-1319.46891450771,25196.049080676992,84,0.012582736261457221,0.24179611238434617,-19.216496901791018,0.0,-22.150586113615873,-22.23649882351829,-0.44845
,Mixed / non conventional,2,4,16,18,438638.59,0.19,0.0,-28.97,-576.031,2.772,-207.80339105339104,,,-2111.150263212339,438704.1837187831,85,0.0007165884803571922,0.1489628887530614,-207.87787249776756,0.0,-253.7452660054103,-252.39135475867675,1.25517
,Mixed / non conventional,2,4,18,20,-463679.47,0.18,0.0,130.59,405.945,2.772,146.4448051948052,,,-3166.7253948185225,-463750.48354964115,86,0.011303353417568149,1.6647258817763486,147.2771681356934,0.0,184.92560865644725,185.21344563737887,1.44563
,Mixed / non conventional,2,4,20,22,-234411.84,0.18,0.0,9.69,143.657,2.772,51.824314574314585,,,-4523.893421169273,-234447.67575934864,87,0.016143623664250015,0.8434403227220812,52.24603473567562,0.0,58.303426510369704,58.51288771356569,-0.19979
,Mixed / non conventional,2,4,22,24,24878.96,0.03,0.0,-64.91,-37.155,9.29,-3.9994617868676,,,-6220.353454107836,24878.065940514174,88,-0.03249605351164244,-0.12788878386186164,-3.935517394936669,0.0,,,-1.20392
,Mixed / non conventional,2,4,24,26,1239165.13,0.03,0.0,-58.96,-1387.94,9.29,-149.40150699677073,,,-8293.804605477077,1239106.9067950328,89,0.001768365499895402,0.2644302752934493,-149.53372213441747,0.0,-184.98963133640555,-183.9491690071715,0.8937
,Mixed / non conventional,2,4,23,25,1331016.5,0.17,0.0,-228.61,-385.612,2.088,-184.68007662835248,,,-7207.598945498374,1331099.9255610723,90,0.012089003291619304,2.246175063122479,-185.8031641599137,0.0,-231.35513078470825,-230.92971887708396,1.34431
,Mixed / non conventional,2,4,25,27,-722745.25,0.18,0.0,198.99,159.135,2.088,76.2140804597701,,,-9483.682823024179,-722790.1657289044,91,0.01988551840989283,1.5307766436400811,76.97946878159014,0.0,101.71478873239437,101.98696110017919,1.59662
,Mixed / non conventional,2,4,27,29,-858035.81,0.19,0.0,-61.08,146.941,2.088,70.37404214559386,,,-12193.306486745501,-858092.264592371,92,0.01932154955420823,1.3729997843314692,71.0605420377596,0.0,87.03018108651911,87.16890329295558,1.19609
,Mixed / non conventional,2,4,29,31,-347911.47,0.19,0.0,101.72,47.253,2.088,22.63074712643678,,,-15374.169048504882,-347928.93201580516,93,0.027863104808848856,0.6394717127639815,22.95048298281877,0.0,25.0125754527163,25.12375044518244,-0.12077
,Mixed / non conventional,2,4,31,33,2564833.25,0.19,0.0,-186.5,-280.933,2.088,-134.5464559386973,,,-19063.969620146378,2564989.5485136886,94,-0.018477091155733736,-2.4632700979893514,-133.31482088970262,0.0,-163.8923541247485,-160.36060013929733,1.11368
,Mixed / non conventional,2,4,33,35,-1129910.38,0.19,0.0,181.75,101.261,2.088,48.49664750957854,,,-23300.40731351191,-1129991.640312993,95,0.020918327817095014,1.0251914156898039,49.00924321742344,0.0,61.89134808853119,61.59999708662225,1.10717
,Mixed / non conventional,2,4,35,37,-1277475.63,0.18,0.0,-124.09,94.858,2.088,45.43007662835249,,,-28121.181240446072,-1277547.4186332535,96,0.02350293419238855,1.0804368190802762,45.970295037892626,0.0,54.94718309859155,55.10717252997928,0.83733
,Mixed / non conventional,2,4,37,39,-826028.5,0.18,0.0,124.26,51.39,2.088,24.612068965517242,,,-33563.99051278921,-826079.2492587345,97,0.022299392158011785,0.5550225099854451,24.889580220509963,0.0,28.345070422535212,28.358936691378617,-0.10964
,Mixed / non conventional,2,4,39,41,3673984.75,0.18,0.0,-169.69,-193.406,2.088,-92.62739463601532,,,-39666.53424238932,3674207.721112811,98,0.0026695651500404163,0.24760536398467536,-92.75119731800766,0.0,-111.58501006036217,-110.46962921318763,0.49744
,Mixed / non conventional,2,4,41,43,-1323456.63,0.2,0.0,146.03,59.474,2.088,28.483716475095783,,,-46466.51154108182,-1323538.9403229405,99,0.017350731093585522,0.49853830715900216,28.732985628675284,0.0,35.556338028169016,35.5373571654833,0.63154
,Mixed / non conventional,2,4,26,28,-872263.13,0.04,0.0,163.39,714.497,8.832,80.89866394927535,,,-10781.945987120022,-872245.0251312605,100,0.01452388486719765,1.1835578097909263,81.49044285417081,0.0,105.3487526846192,105.21607385032836,1.13455
,Mixed / non conventional,2,4,28,30,-666637.44,0.06,0.0,-70.89,429.049,8.832,48.57891757246376,,,-13722.476710880474,-666623.0650279161,101,0.016050358655222877,0.7860169773180772,48.9719260611228,0.0,57.643482570626134,57.58879229176216,0.44438
,Mixed / non conventional,2,4,30,32,-97912.57,0.0,0.0,43.56,50.413,8.832,5.707993659420289,,,-17153.095888600008,-97909.76257155708,102,0.012016486276512165,0.06900462403370078,5.7424959714371395,0.0,6.121923013381794,6.089170131200868,-0.52185
,Mixed / non conventional,2,4,32,34,2352624.25,0.04,0.0,-107.95,-984.193,8.832,-111.43489583333333,,,-21111.502632123484,2352558.0966958227,103,-0.0023140710811031494,-0.25757025193797745,-111.30611070736434,0.0,-134.07335205683134,-132.56945380619345,0.41172
,Mixed / non conventional,2,4,34,36,-1263976.25,0.05,0.0,107.7,435.467,8.832,49.305593297101446,,,-25635.396053292803,-1263968.4118137744,104,0.014933016679086551,0.7418200526877072,49.6765033234453,0.0,61.34478770857426,61.29986517476553,0.25232
,Mixed / non conventional,2,4,36,38,-1094444.75,0.04,0.0,-6.17,314.212,8.832,35.57653985507246,,,-30762.475263951364,-1094422.4272686464,105,0.014417617076146465,0.5166533838494161,35.83486654699717,0.0,41.87097307120436,41.69106570669676,0.48644
,Mixed / non conventional,2,4,38,40,-550641.63,0.05,0.0,34.53,133.126,8.832,15.073143115942027,,,-36530.43937594186,-550628.5408018156,106,0.016804194593569365,0.2554382470621466,15.2008622394731,0.0,17.550470840905337,17.537643421962386,-0.17473
,Mixed / non conventional,2,4,40,42,3657793.25,0.05,0.0,-126.05,-751.681,8.832,-85.1088088768116,,,-42976.98750110756,3657720.215332884,107,-0.008470113049065992,-0.7178411348761102,-84.74988830937355,0.0,-101.81992400462582,-99.72532389300716,0.28864
,Mixed / non conventional,2,4,42,44,-1600355.75,0.05,0.0,92.73,281.892,8.832,31.917119565217387,,,-50139.81875129532,-1600318.5900634215,108,0.014578391107736196,0.46871682061899733,32.15147797552689,0.0,39.296547166694204,39.222016969590484,-0.09079
,Mixed / non conventional,2,4,44,46,-1509170.0,0.03,0.0,-62.93,229.581,8.832,25.994225543478258,,,-58056.632238336875,-1509137.1926980997,109,0.01103079491080876,0.28832720999574946,26.138389148476133,0.0,30.940194944655545,30.777570375921613,0.23541
,Mixed / non conventional,2,4,43,45,-1653411.38,0.11,0.0,-24.88,135.195,4.415,30.621744054360136,,,-54001.6215207197,-1653623.832727905,110,0.01609493869376526,0.49685350661547645,30.870170807667876,0.0,36.91360878358856,36.85069506703543,0.14648
,Mixed / non conventional,2,4,45,47,-1216191.13,0.11,0.0,71.88,86.184,4.415,19.520724801812005,,,-62309.563293135114,-1216327.8375663776,111,0.015971906978887063,0.31429313102138323,19.677871367322695,0.0,23.02455937590292,22.972726319291354,-0.0831
